Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2015 Kirkland WA $50K R32,L vs Minella,0.91,0.85,64.4,6.0,0.0%,46.8%,0.0%,56.8%,46.9%,43.5%
2015 Clermont Ferrand $25K R32,L vs Komardina,0.90,0.51,34.3,2.0,0.0%,27.3%,0.0%,55.0%,27.6%,40.7%
2015 Woking $25K R32,L vs Vrljic,0.89,0.74,52.5,2.4,0.0%,54.5%,7.1%,57.1%,30.0%,43.6%
2015 Westende $25K R16,L vs Schoofs,0.89,0.81,69.2,2.3,0.0%,65.9%,0.0%,53.8%,27.3%,47.4%
2015 Koksijde $25K R32,L vs Georges,0.92,0.90,85.2,3.0,1.7%,53.4%,0.0%,50.0%,50.0%,43.6%
2015 Bastad R32,L vs Arruabarrena,0.96,0.35,36.2,2.0,0.0%,46.7%,3.8%,42.3%,27.8%,11.8%
2015 Helsingborg $25K F,W vs Ulvefeldt,1.00,1.25,57.7,4.7,5.9%,72.5%,4.4%,57.8%,45.7%,40.5%
2015 Helsingborg $25K SF,W vs Benoit,0.96,1.89,39.6,2.0,9.1%,77.3%,5.0%,65.0%,60.7%,51.9%
2015 Helsingborg $25K QF,W vs Peterson,1.03,1.08,79.5,3.5,2.1%,48.9%,2.4%,51.2%,48.2%,56.6%
2015 Helsingborg $25K R32,W vs Evtimova,1.06,1.24,60.8,2.7,-,56.3%,-,56.7%,48.8%,52.6%
2014 Bastad R32,L vs Soler Espinosa,0.99,0.79,64.6,6.0,1.9%,55.6%,2.0%,62.0%,33.3%,32.6%
2014 Kristinehamn 25K R32,W vs Leykina,1.05,1.21,70.9,2.7,1.9%,54.7%,0.0%,52.9%,52.5%,54.1%
2014 Nottingham 50K R32,L vs Doi,0.83,0.76,47.9,2.0,2.9%,61.8%,0.0%,55.2%,42.9%,32.5%
2014 Marseille 100K QF,L vs Dulgheru,0.94,0.65,47.4,3.0,0.0%,45.2%,3.6%,53.6%,32.1%,38.5%
2014 Cagnes Sur Mer 100K R16,L vs Zanevska,1.00,0.68,44.7,2.2,0.0%,28.6%,0.0%,47.8%,35.5%,50.0%
2014 Cagnes Sur Mer 100K R32,W vs Parmentier,1.16,1.19,74.7,10.2,0.0%,64.0%,0.0%,60.9%,33.3%,43.8%
2014 Croissy Beaubourg 50K R32,L vs Buyukakcay,0.89,0.62,44.2,2.0,7.1%,42.9%,0.0%,60.0%,26.9%,41.7%
2014 Surprise AZ 25K SF,L vs Jaksic,0.84,0.68,43.3,3.9,2.4%,54.8%,5.3%,50.0%,38.2%,38.7%
2014 Surprise AZ 25K QF,W vs Chirico,1.02,1.73,40.3,2.1,0.0%,68.0%,0.0%,62.5%,64.0%,54.2%
2014 Surprise AZ 25K R16,W vs El Tabakh,1.11,1.54,44.2,2.2,0.0%,69.2%,0.0%,58.3%,54.3%,45.5%
2015 (10 matches),,0.96,0.93,62.5,2.7,2.0%,55.6%,2.2%,54.2%,42.6%,45.3%
2014 (14 matches),,1.04,1.03,56.9,2.7,1.3%,57.2%,1.6%,58.1%,40.3%,43.9%
2013 (37 matches),,1.00,0.96,59.2,2.8,2.5%,54.8%,3.8%,54.8%,42.4%,44.1%
2012 (39 matches),,1.04,1.04,55.3,2.5,3.2%,51.7%,1.4%,56.6%,44.7%,47.5%
2011 (5 matches),,0.99,0.99,65.3,3.5,-,53.7%,-,54.5%,48.1%,43.4%
Career (105 matches),,1.01,1.00,58.2,2.7,2.3%,54.1%,2.7%,55.8%,43.3%,45.3%
