Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,37.5%,0.0%,1.9%,3.7%,68.5%,45.9%,47.1%,46.3%,20.0%,36.0%,0.37,R32 (Bastad)
2014,2,1,1,50.0%,3-2,60.0%,25-24,51.0%,1-0,100.0%,1,-,-,1.9%,3.8%,64.4%,70.1%,37.8%,58.7%,33.0%,46.9%,0.80,
2013,26,7,19,26.9%,18-44,29.0%,229-324,41.4%,1-4,20.0%,21,-,-,3.3%,2.3%,66.9%,56.7%,42.0%,51.8%,40.5%,46.2%,0.84,R16 (3x)
2012,55,33,22,60.0%,66-49,57.4%,551-521,51.4%,6-4,60.0%,47,-,-,2.7%,3.3%,68.5%,58.6%,45.1%,54.4%,46.3%,50.3%,1.01,W (Memphis)
2011,43,17,26,39.5%,34-63,35.1%,400-500,44.4%,6-5,54.5%,38,-,-,2.3%,2.2%,67.1%,56.5%,46.9%,53.3%,42.1%,47.6%,0.90,SF (Bastad)
2010,36,17,19,47.2%,38-45,45.8%,361-379,48.8%,2-3,40.0%,28,-,-,2.9%,2.9%,67.5%,60.3%,41.4%,54.1%,43.9%,49.0%,0.96,F (Memphis)
2009,12,2,10,16.7%,4-20,16.7%,82-137,37.4%,0-2,0.0%,8,-,-,0.9%,2.2%,65.0%,50.7%,41.7%,47.5%,36.4%,41.9%,0.69,
2008,34,16,18,47.1%,40-40,50.0%,379-381,49.9%,3-3,50.0%,22,-,-,1.6%,3.0%,68.6%,57.9%,40.0%,52.3%,46.2%,49.1%,0.97,QF (2x)
2007,23,10,13,43.5%,22-30,42.3%,209-244,46.1%,0-0,-,16,-,-,3.8%,3.0%,65.8%,59.0%,39.3%,52.2%,43.0%,47.6%,0.90,QF (2x)
2006,38,17,21,44.7%,35-48,42.2%,362-414,46.6%,4-3,57.1%,23,-,-,4.4%,3.4%,66.0%,61.9%,44.4%,56.0%,44.8%,50.3%,1.02,W (Memphis)
2005,24,15,9,62.5%,32-22,59.3%,265-226,54.0%,2-1,66.7%,3,-,-,0.9%,3.2%,63.6%,69.3%,35.0%,56.8%,49.5%,53.2%,1.15,F (Quebec City)
2004,10,3,7,30.0%,9-14,39.1%,102-123,45.3%,2-1,66.7%,1,-,-,1.5%,3.0%,71.6%,50.0%,36.8%,46.3%,44.3%,45.2%,0.82,R16 (Stockholm)
2003,9,4,5,44.4%,8-12,40.0%,99-101,49.5%,0-4,0.0%,0,,,,,,,,,,,,R16 (2x)
2002,5,1,4,20.0%,3-8,27.3%,35-55,38.9%,0-1,0.0%,0,,,,,,,,,,,,
2001,7,4,3,57.1%,9-7,56.3%,78-69,53.1%,0-2,0.0%,0,,,,,,,,,,,,
2000,3,2,1,66.7%,4-4,50.0%,35-35,50.0%,0-0,-,0,,,,,,,,,,,,
Career,328,149,179,45.4%,325-410,44.2%,3215-3545,47.6%,27-33,45.0%,209,37.5%,0.0%,2.7%,2.9%,67.3%,58.4%,43.2%,53.4%,43.8%,48.6%,0.94,
