Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2015 Kirkland WA $50K R32,L vs Minella,54% (7/13),57% (4/7),2/6,54% (7/13),14% (1/7),3/4,1/1,1/1,0/0,1/1
2015 Clermont Ferrand $25K R32,L vs Komardina,50% (4/8),25% (1/4),1/4,71% (5/7),0% (0/5),0/1,0/0,0/1,0/0,0/0
2015 Woking $25K R32,L vs Vrljic,30% (3/10),33% (1/3),0/2,45% (5/11),20% (1/5),1/1,0/0,1/3,0/0,1/2
2015 Westende $25K R16,L vs Schoofs,36% (4/11),50% (2/4),2/2,36% (4/11),25% (1/4),2/2,0/0,2/3,0/0,2/2
2015 Koksijde $25K R32,L vs Georges,56% (9/16),78% (7/9),3/7,53% (9/17),11% (1/9),3/7,1/2,1/2,0/0,1/2
2015 Bastad R32,L vs Arruabarrena,0% (0/7),- (0/0),0/4,75% (6/8),17% (1/6),0/0,0/0,0/1,0/0,0/1
2015 Helsingborg $25K F,W vs Ulvefeldt,46% (6/13),83% (5/6),0/1,14% (2/14),50% (1/2),5/5,2/2,2/2,1/1,0/0
2015 Helsingborg $25K SF,W vs Benoit,88% (7/8),71% (5/7),0/1,13% (1/8),0% (0/1),4/4,1/1,0/0,1/1,0/0
2015 Helsingborg $25K QF,W vs Peterson,73% (11/15),82% (9/11),4/7,57% (8/14),13% (1/8),3/7,0/1,0/0,0/1,0/0
2015 Helsingborg $25K R32,W vs Evtimova,73% (8/11),75% (6/8),2/4,36% (4/11),0% (0/4),3/6,2/2,1/1,1/1,0/0
2014 Bastad R32,L vs Soler Espinosa,20% (3/15),67% (2/3),0/4,47% (7/15),29% (2/7),1/2,0/0,3/4,0/0,1/1
2014 Kristinehamn 25K R32,W vs Leykina,62% (8/13),88% (7/8),1/4,54% (7/13),29% (2/7),3/6,1/1,0/1,1/1,0/0
2014 Nottingham 50K R32,L vs Doi,55% (6/11),17% (1/6),0/3,40% (4/10),25% (1/4),1/1,0/1,1/1,0/0,0/0
2014 Marseille 100K QF,L vs Dulgheru,38% (3/8),33% (1/3),0/3,67% (6/9),17% (1/6),0/1,0/0,0/2,0/0,0/1
2014 Cagnes Sur Mer 100K R16,L vs Zanevska,57% (4/7),25% (1/4),0/4,88% (7/8),14% (1/7),0/1,0/0,0/2,0/0,0/1
2014 Cagnes Sur Mer 100K R32,W vs Parmentier,29% (4/14),75% (3/4),0/3,27% (4/15),25% (1/4),3/3,2/2,2/2,1/1,1/1
2014 Croissy Beaubourg 50K R32,L vs Buyukakcay,22% (2/9),100% (2/2),1/4,56% (5/9),0% (0/5),1/2,0/0,0/1,0/0,0/1
2014 Surprise AZ 25K SF,L vs Jaksic,36% (4/11),75% (3/4),1/5,55% (6/11),17% (1/6),2/3,0/1,1/1,0/0,1/1
2014 Surprise AZ 25K QF,W vs Chirico,86% (6/7),83% (5/6),0/1,25% (2/8),50% (1/2),4/5,2/2,0/0,1/1,0/0
2014 Surprise AZ 25K R16,W vs El Tabakh,67% (6/9),83% (5/6),2/2,33% (3/9),33% (1/3),3/4,1/1,0/0,1/1,0/0
2015 (10 matches),,52.7%,67.8%,36.8%,44.7%,13.7%,64.9%,77.8%,57.1%,75.0%,62.5%
2014 (14 matches),,43.4%,71.2%,20.5%,47.1%,28.8%,65.9%,73.3%,46.7%,77.8%,50.0%
2013 (37 matches),,44.2%,78.1%,31.9%,51.1%,23.3%,61.8%,70.4%,58.1%,80.0%,50.0%
2012 (39 matches),,51.1%,80.6%,45.1%,51.6%,22.6%,62.9%,72.2%,61.5%,70.6%,50.0%
2011 (5 matches),,56.3%,69.4%,38.1%,55.9%,24.2%,71.4%,0.0%,20.0%,-,100.0%
Career (105 matches),,48.0%,76.5%,36.3%,50.3%,22.9%,63.6%,70.0%,54.9%,75.6%,54.3%
