Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,24,12,12,50.0%,5,2,3,40.0%,2015,2026,R32,20,0.98,4.2%,6.0%,63.3%,63.7%,42.3%,55.8%,43.3%,55.6%,50.3%
Roland Garros,11,Clay,20,9,11,45.0%,5,2,3,40.0%,2015,2025,R16,19,0.99,1.6%,3.9%,67.8%,57.1%,44.8%,53.1%,46.4%,50.5%,49.7%
Wimbledon,9,Grass,25,16,9,64.0%,5,3,2,60.0%,2015,2025,R16,22,1.04,5.5%,6.9%,62.1%,62.4%,41.7%,54.5%,47.1%,54.6%,46.6%
US Open,12,Hard,28,16,12,57.1%,6,3,3,50.0%,2014,2025,R32,24,1.01,3.6%,6.6%,63.9%,63.7%,44.8%,56.9%,43.7%,53.3%,43.1%
Fed Cup,9,,26,16,10,61.5%,7,5,2,71.4%,2012,2020,,16,1.06,3.1%,5.6%,65.1%,63.9%,46.9%,58.0%,44.5%,53.3%,48.6%
Miami,9,Hard,22,13,9,59.1%,9,7,2,77.8%,2016,2026,R16,22,0.97,3.7%,7.3%,64.4%,64.0%,42.6%,56.4%,42.5%,56.3%,44.6%
Indian Wells,10,Hard,19,9,10,47.4%,4,4,0,100.0%,2016,2026,R16,19,0.99,2.6%,8.0%,62.3%,61.7%,41.2%,54.0%,45.5%,51.5%,46.6%
Dubai,6,Hard,13,7,6,53.8%,3,2,1,66.7%,2016,2026,R32,13,0.96,3.9%,6.2%,62.4%,61.8%,41.9%,54.3%,44.1%,53.8%,48.5%
Doha,7,Hard,14,7,7,50.0%,0,0,0,-,2016,2026,R32,14,0.99,4.7%,8.4%,61.9%,63.2%,38.6%,53.8%,45.9%,50.4%,52.3%
Abu Dhabi,4,Hard,8,3,5,37.5%,3,1,2,33.3%,2021,2026,R16,8,0.90,2.9%,4.3%,65.0%,58.6%,46.1%,54.2%,41.2%,53.3%,50.0%
Brisbane,5,Hard,21,15,6,71.4%,3,2,1,66.7%,2016,2026,F,21,1.08,5.2%,6.0%,58.6%,67.5%,48.2%,59.5%,43.7%,51.6%,43.6%
