Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 US Open R128,L vs Jovic,28.0%,37.3%,47.8%,38.9%,52.8%,59.1%,47.1%,52.6%,100.0%,22.6%,29.0%,37.5%,16.7%,21.1%,0.0%,88
2024 Budapest F,L vs Shnaider,11.3%,25.4%,37.3%,6.3%,22.9%,42.2%,77.8%,26.7%,37.5%,26.3%,36.8%,21.4%,41.7%,42.9%,-,106
2023 Berlin R16,L vs Sakkari,13.5%,40.5%,41.4%,19.0%,47.6%,41.2%,66.7%,66.7%,0.0%,7.7%,38.5%,41.7%,0.0%,50.0%,100.0%,-47
2023 Roland Garros R128,L vs Tauson,8.0%,18.0%,35.7%,10.3%,20.7%,42.3%,23.5%,91.7%,100.0%,5.9%,17.6%,25.0%,0.0%,90.9%,100.0%,-64
2023 Dubai R32,L vs Gauff,11.8%,19.6%,35.0%,14.6%,22.0%,37.1%,55.6%,43.5%,57.1%,0.0%,20.0%,20.0%,0.0%,0.0%,-,-119
2023 Australian Open R64,L vs Pegula,26.1%,30.4%,32.6%,33.3%,40.5%,39.3%,52.6%,65.2%,57.1%,18.2%,18.2%,22.2%,10.0%,16.7%,-,52
2023 Australian Open R128,W vs Fruhvirtova,25.0%,41.1%,53.7%,36.1%,52.8%,65.2%,43.8%,50.0%,50.0%,5.3%,21.1%,38.9%,12.5%,18.2%,0.0%,-61
2022 Cleveland F,L vs Samsonova,20.0%,29.1%,34.9%,19.6%,30.4%,37.8%,43.5%,65.2%,75.0%,25.0%,25.0%,16.7%,0.0%,20.0%,33.3%,30
2022 Roland Garros R16,L vs Trevisan,6.9%,11.5%,46.1%,7.7%,13.8%,46.7%,69.0%,63.9%,71.4%,5.9%,5.9%,43.8%,33.3%,54.5%,33.3%,-66
2022 Strasbourg R32,W vs Gervais,21.8%,40.0%,46.5%,23.5%,41.2%,46.2%,26.3%,80.0%,100.0%,19.0%,38.1%,47.1%,12.5%,92.3%,100.0%,-104
2022 St Petersburg QF,L vs Ostapenko,29.5%,41.0%,43.8%,33.9%,50.8%,48.7%,51.9%,50.0%,40.0%,30.6%,36.1%,36.0%,0.0%,21.7%,0.0%,156
2022 Melbourne F,L vs Anisimova,21.1%,31.6%,50.7%,28.8%,42.4%,59.5%,40.7%,53.1%,37.5%,10.0%,16.7%,37.0%,13.3%,33.3%,50.0%,-23
2021 Linz R16,L vs Halep,20.3%,31.3%,45.8%,22.2%,33.3%,40.0%,21.1%,69.2%,33.3%,18.8%,31.3%,61.5%,0.0%,50.0%,100.0%,63
2021 Indian Wells R16,L vs Azarenka,9.5%,23.8%,46.2%,15.0%,35.0%,52.9%,60.0%,45.0%,0.0%,0.0%,5.6%,33.3%,50.0%,80.0%,60.0%,-119
2021 Indian Wells R32,W vs Halep,16.2%,26.5%,57.4%,18.2%,29.1%,55.6%,34.6%,62.1%,25.0%,10.0%,20.0%,66.7%,0.0%,50.0%,-,-30
2021 Indian Wells R64,W vs Raducanu,21.3%,27.9%,51.1%,22.5%,30.0%,58.1%,26.3%,47.6%,50.0%,22.2%,27.8%,35.7%,16.7%,25.0%,100.0%,68
2021 Gdynia R32,W vs Baszak,26.3%,42.1%,54.7%,24.5%,43.4%,60.0%,13.0%,50.0%,50.0%,35.0%,45.0%,38.5%,10.0%,60.0%,-,53
2021 Roland Garros R64,L vs Sabalenka,8.5%,15.3%,34.7%,5.4%,10.8%,34.3%,25.0%,82.4%,83.3%,17.6%,29.4%,35.7%,0.0%,55.6%,-,38
2021 Belgrade QF,L vs Osorio,15.4%,23.1%,28.3%,13.5%,23.1%,31.1%,20.8%,71.4%,80.0%,27.3%,27.3%,12.5%,0.0%,100.0%,100.0%,82
2021 Belgrade R16,W vs Bucsa,14.4%,23.2%,47.6%,16.9%,27.0%,51.4%,63.2%,60.8%,61.1%,9.4%,15.6%,37.9%,44.4%,71.4%,100.0%,-23
Last 52 Weeks (1 matches),,28.0%,37.3%,47.8%,38.9%,52.8%,59.1%,47.1%,52.6%,100.0%,22.6%,29.0%,37.5%,16.7%,21.1%,0.0%,88
Career (48 matches),,20.4%,30.5%,44.8%,23.1%,35.1%,47.3%,42.3%,50.8%,47.1%,19.1%,27.3%,39.8%,22.0%,37.1%,36.8%,63
