Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,239,120,119,50.2%,283-283,50.0%,2633-2688,49.5%,32-29,52.5%,218,63.8%,34.8%,3.4%,5.9%,64.0%,62.3%,44.7%,56.0%,43.5%,49.7%,0.99
Clay,80,38,42,47.5%,91-103,46.9%,892-929,49.0%,8-14,36.4%,80,59.4%,39.2%,2.2%,5.2%,66.3%,58.8%,44.1%,53.8%,45.5%,49.7%,0.99
Grass,36,16,20,44.4%,35-44,44.3%,334-377,47.0%,4-4,50.0%,36,60.0%,34.2%,3.7%,6.5%,62.8%,60.4%,42.4%,53.7%,42.9%,48.4%,0.93
Grand Slams,68,30,38,44.1%,69-85,44.8%,672-725,48.1%,6-10,37.5%,67,59.8%,37.0%,3.7%,6.0%,64.0%,60.4%,43.1%,54.2%,43.9%,49.0%,0.96
Premiers,98,43,55,43.9%,105-128,45.1%,1036-1155,47.3%,15-13,53.6%,97,63.3%,31.5%,3.2%,5.8%,63.1%,62.0%,44.9%,55.7%,42.6%,49.1%,0.96
Internationals,119,64,55,53.8%,143-133,51.8%,1318-1268,51.0%,9-17,34.6%,110,61.5%,40.0%,2.8%,5.5%,65.7%,60.2%,44.5%,54.8%,45.3%,50.0%,1.00
Finals,6,0,6,0.0%,1-12,7.7%,38-74,33.9%,0-0,-,5,46.8%,24.5%,2.1%,5.1%,65.1%,54.6%,38.5%,49.0%,37.3%,43.6%,0.73
Semi-finals,11,6,5,54.5%,14-15,48.3%,139-149,48.3%,2-2,50.0%,9,64.0%,30.7%,2.7%,6.8%,66.3%,60.8%,45.2%,55.6%,41.3%,48.6%,0.93
Quarter-finals,24,10,14,41.7%,21-31,40.4%,233-269,46.4%,3-5,37.5%,22,58.1%,33.2%,2.8%,5.8%,65.0%,59.3%,42.0%,53.2%,44.0%,48.4%,0.94
vs Righties,318,154,164,48.4%,362-390,48.1%,3425-3586,48.9%,37-39,48.7%,298,62.0%,35.5%,3.0%,5.8%,64.4%,61.2%,44.3%,55.1%,43.9%,49.4%,0.98
vs Lefties,33,16,17,48.5%,39-40,49.4%,385-381,50.3%,6-8,42.9%,33,63.7%,36.9%,3.6%,6.1%,65.1%,61.6%,43.7%,55.3%,44.2%,49.8%,0.99
vs Top 10,30,6,24,20.0%,18-51,26.1%,247-369,40.1%,3-2,60.0%,30,53.5%,27.4%,2.4%,6.6%,60.8%,57.3%,42.9%,51.6%,40.3%,45.8%,0.83
