Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,3,5,37.5%,7-11,38.9%,84-87,49.1%,0-2,0.0%,8,64.6%,35.6%,1.9%,4.6%,60.7%,63.0%,45.9%,56.3%,43.5%,49.8%,0.99,R16 (2x)
2025,17,7,10,41.2%,15-25,37.5%,184-217,45.9%,3-5,37.5%,17,59.6%,33.0%,2.6%,5.0%,62.8%,62.5%,39.9%,54.1%,43.3%,48.5%,0.94,SF (Cluj-Napoca)
2024,15,6,9,40.0%,14-20,41.2%,152-172,46.9%,1-3,25.0%,15,56.2%,37.6%,2.2%,8.5%,63.9%,57.5%,41.2%,51.6%,44.9%,48.4%,0.93,F (Budapest)
2023,37,16,21,43.2%,39-47,45.3%,390-430,47.6%,7-7,50.0%,37,62.6%,33.0%,3.1%,5.2%,66.9%,60.0%,44.2%,54.8%,43.1%,49.0%,0.95,SF (s Hertogenbosch)
2022,46,27,19,58.7%,62-47,56.9%,553-495,52.8%,9-6,60.0%,44,67.0%,39.0%,3.0%,4.8%,68.2%,61.6%,45.7%,56.6%,45.1%,50.8%,1.04,F (2x)
2021,40,20,20,50.0%,46-48,48.9%,441-440,50.1%,3-5,37.5%,40,57.2%,40.4%,2.5%,5.4%,65.7%,58.3%,43.6%,53.2%,45.6%,49.4%,0.97,QF (2x)
2020,21,11,10,52.4%,26-26,50.0%,244-230,51.5%,2-6,25.0%,21,64.8%,38.9%,2.0%,4.9%,65.8%,60.5%,47.4%,56.0%,45.2%,50.7%,1.03,QF (3x)
2019,42,19,23,45.2%,46-55,45.5%,415-465,47.2%,1-1,50.0%,42,63.1%,31.5%,4.4%,5.7%,61.9%,63.0%,45.5%,56.4%,42.7%,49.3%,0.98,F (Limoges)
2018,48,26,22,54.2%,62-53,53.9%,544-543,50.0%,12-6,66.7%,48,67.3%,32.7%,4.0%,6.6%,63.2%,65.1%,44.7%,57.6%,42.8%,50.1%,1.01,F (Brisbane)
2017,31,17,14,54.8%,39-36,52.0%,355-356,49.9%,4-2,66.7%,31,63.7%,36.5%,2.9%,6.6%,64.7%,61.4%,45.3%,55.8%,44.6%,49.9%,1.01,SF (Biel)
2016,23,9,14,39.1%,23-32,41.8%,224-280,44.4%,1-3,25.0%,23,52.0%,37.6%,3.1%,6.7%,60.8%,58.4%,40.0%,51.2%,44.3%,47.7%,0.91,QF (Tokyo)
2015,13,6,7,46.2%,13-14,48.1%,126-124,50.4%,0-1,0.0%,3,50.0%,30.0%,2.8%,6.9%,68.8%,59.3%,41.2%,53.7%,42.3%,47.9%,0.91,F (Seoul)
2014,9,5,4,55.6%,10-9,52.6%,87-87,50.0%,0-0,-,5,-,-,3.6%,8.3%,54.0%,62.6%,51.0%,57.3%,36.1%,46.8%,0.84,R16 (Tashkent)
2013,3,2,1,66.7%,5-3,62.5%,41-36,53.2%,1-0,100.0%,0,,,,,,,,,,,,
2012,2,0,2,0.0%,2-4,33.3%,19-32,37.3%,0-0,-,0,,,,,,,,,,,,
Career,355,174,181,49.0%,409-430,48.7%,3859-3994,49.1%,44-47,48.4%,334,62.3%,35.8%,3.1%,5.8%,64.5%,61.2%,44.3%,55.2%,43.9%,49.5%,0.98,
