Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 US Open R128,L vs Jovic,0.0%,-,6.0%,77.8%,11.4%,60.0%,0.0%,17.2%,23.1%,0.5%,0.0%,210,204
2024 Budapest F,L vs Shnaider,2.9%,100.0%,10.6%,85.7%,11.6%,26.7%,0.0%,17.0%,14.3%,2.5%,20.0%,82,45
2023 Berlin R16,L vs Sakkari,2.7%,100.0%,9.3%,44.4%,19.2%,40.0%,0.0%,37.5%,54.5%,9.0%,22.2%,235,121
2023 Roland Garros R128,L vs Tauson,0.0%,-,10.3%,60.0%,11.3%,8.3%,0.0%,14.3%,42.9%,3.6%,20.0%,46,10
2023 Dubai R32,L vs Gauff,0.0%,-,9.7%,60.0%,10.9%,25.0%,0.0%,15.2%,12.5%,0.0%,-,106,86
2023 Australian Open R64,L vs Pegula,0.0%,-,9.2%,69.2%,9.4%,6.7%,0.0%,6.9%,6.7%,1.6%,0.0%,164,134
2023 Australian Open R128,W vs Fruhvirtova,0.0%,-,8.9%,100.0%,18.0%,20.0%,0.0%,12.8%,23.1%,3.5%,50.0%,188,180
2022 Cleveland F,L vs Samsonova,0.0%,-,2.0%,50.0%,14.0%,20.0%,0.0%,7.0%,11.1%,2.9%,50.0%,-43,-44
2022 Roland Garros R16,L vs Trevisan,0.0%,-,4.4%,100.0%,11.1%,16.7%,0.0%,8.2%,26.7%,1.9%,66.7%,62,24
2022 Strasbourg R32,W vs Gervais,0.0%,-,3.2%,100.0%,25.6%,0.0%,0.0%,17.1%,33.3%,3.1%,75.0%,230,145
2022 St Petersburg QF,L vs Ostapenko,0.0%,-,3.4%,87.5%,14.3%,14.3%,0.0%,20.8%,26.3%,1.8%,50.0%,125,141
2022 Melbourne F,L vs Anisimova,0.0%,-,6.6%,91.7%,24.6%,33.3%,100.0%,17.0%,37.5%,3.8%,25.0%,65,56
2021 Linz R16,L vs Halep,0.0%,-,6.0%,62.5%,13.6%,11.1%,0.0%,11.8%,20.0%,2.9%,28.6%,6,-1
2021 Indian Wells R16,L vs Azarenka,0.0%,-,6.4%,62.5%,19.1%,33.3%,100.0%,18.4%,24.0%,1.4%,66.7%,31,8
2021 Indian Wells R32,W vs Halep,0.0%,-,4.1%,100.0%,8.7%,0.0%,0.0%,15.8%,47.1%,0.3%,0.0%,4,-5
2021 Indian Wells R64,W vs Raducanu,0.0%,-,3.5%,50.0%,12.5%,23.5%,0.0%,9.7%,30.0%,1.4%,66.7%,9,13
2021 Gdynia R32,W vs Baszak,0.0%,-,12.1%,83.3%,27.4%,24.2%,100.0%,4.7%,0.0%,2.3%,40.0%,156,110
2021 Roland Garros R64,L vs Sabalenka,0.0%,-,7.3%,80.0%,5.6%,11.1%,0.0%,14.3%,28.6%,3.8%,57.1%,-9,-23
2021 Belgrade QF,L vs Osorio,0.0%,-,24.2%,60.0%,7.9%,10.7%,0.0%,7.6%,18.2%,2.7%,0.0%,122,111
2021 Belgrade R16,W vs Bucsa,0.0%,-,12.7%,85.2%,10.9%,13.5%,0.0%,9.5%,30.0%,4.8%,30.0%,97,61
Last 52 Weeks (1 matches),,0.0%,-,6.0%,77.8%,11.4%,60.0%,0.0%,17.2%,23.1%,0.5%,0.0%,210,204
Career (48 matches),,0.4%,69.2%,6.9%,73.9%,13.3%,19.2%,12.2%,13.1%,25.3%,2.2%,38.7%,69,60
