Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Boulter,85.7,88.4,10.3,98.0,82.7,105,73,78.9,7.4,,91.0,100,70
2023 US Open R128,L vs Linette,83.1,84.8,9.3,83.1,84.4,98,69,77.9,5.5,75.0,77.0,92,71
2023 Wimbledon R64,L vs Kvitova,92.7,96.7,4.6,97.7,94.1,104,89,88.1,4.0,96.0,84.0,97,82
2022 US Open R64,L vs Pegula,88.8,93.7,9.8,98.6,88.3,105,69,81.1,4.7,80.5,79.5,90,71
2022 US Open R128,W vs Cocciaretto,84.9,90.2,11.0,102.0,80.8,106,72,77.8,5.6,86.0,77.0,87,66
2021 US Open R128,L vs Rybakina,92.0,94.2,8.6,97.8,90.7,108,73,85.9,5.4,86.5,81.0,95,76
2021 Wimbledon R32,L vs Kerber,90.5,94.4,6.6,94.8,91.5,105,79,83.8,3.8,82.0,84.7,89,72
2021 Wimbledon R128,W vs Williams,94.7,99.3,5.5,102.1,92.8,106,87,86.8,4.5,91.0,86.0,93,79
2019 Wimbledon R128,L vs Halep,94.4,99.6,7.0,104.0,95.3,113,87,85.3,3.1,86.6,87.0,91,80
2018 US Open R32,L vs Osaka,88.8,92.0,8.0,105.0,88.0,105,80,85.1,6.8,103.0,79.0,103,76
2018 US Open R64,W vs Kasatkina,86.7,87.8,10.2,89.2,84.5,108,68,79.9,5.1,79.0,79.8,87,69
2018 Wimbledon R16,L vs Ostapenko,94.5,96.8,6.0,101.1,93.4,107,86,87.9,5.3,,,96,78
2018 Wimbledon R32,W vs Saville,93.2,96.0,9.1,99.4,92.3,109,74,82.4,4.6,,86.5,89,76
2018 Wimbledon R128,W vs Kvitova,92.9,96.5,7.6,95.6,94.8,108,80,84.8,5.3,86.5,84.7,98,74
2017 US Open R64,L vs Barty,88.2,92.4,8.5,93.8,92.7,104,73,80.4,5.0,82.3,77.3,90,68
2017 Wimbledon R128,L vs Ostapenko,94.2,98.5,5.2,98.8,94.5,104,84,86.7,4.3,88.5,,96,76
2017 Roland Garros R128,W vs Golubic,88.2,91.4,8.4,,,106,62,79.0,4.8,,,88,68
2017 Australian Open R128,L vs Zhang,89.9,94.1,8.7,91.8,96.8,107,74,78.4,3.4,77.0,75.5,83,72
2016 Wimbledon R128,W vs Mladenovic,88.1,93.2,6.8,96.8,90.0,103,79,76.9,5.1,,77.5,84,67
2016 Australian Open R64,L vs Sharapova,92.3,98.0,6.2,,,106,85,81.2,5.3,,,89,70
Career (21 matches),,89.9,93.6,8.1,96.0,89.9,113,62,82.2,4.8,84.7,80.7,103,66
