Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Anett Kontaveit [EST],5,5,50.0%,1,1,0,100.0%,2013,2021,7,1.01,5.9%,6.5%,63.7%,65.8%,48.1%,59.4%,40.9%,53.8%,39.3%
9,Daria Kasatkina [RUS],4,5,44.4%,3,2,1,66.7%,2014,2022,8,0.93,3.7%,7.1%,62.1%,58.9%,39.8%,51.7%,45.2%,52.9%,51.5%
8,Anna Karolina Schmiedlova [SVK],7,1,87.5%,2,1,1,50.0%,2014,2024,6,1.12,2.0%,6.7%,66.7%,59.8%,44.1%,54.6%,50.8%,58.5%,43.5%
8,Magda Linette [POL],6,2,75.0%,2,2,0,100.0%,2012,2023,5,0.91,5.3%,4.5%,62.6%,65.5%,45.1%,57.9%,38.3%,51.2%,61.5%
8,Kristina Mladenovic [FRA],5,3,62.5%,2,1,1,50.0%,2014,2021,8,1.04,2.9%,5.6%,62.6%,61.0%,45.7%,55.3%,46.7%,53.8%,37.9%
7,Elise Mertens [BEL],3,4,42.9%,3,2,1,66.7%,2017,2025,7,0.98,1.4%,6.7%,68.0%,62.4%,43.7%,56.4%,42.7%,57.1%,38.5%
7,Aleksandra Krunic [SRB],4,3,57.1%,3,1,2,33.3%,2012,2024,6,1.11,4.3%,5.9%,63.8%,65.8%,46.3%,58.8%,45.7%,60.5%,44.9%
7,Viktorija Golubic [SUI],5,2,71.4%,0,0,0,-,2013,2021,7,1.00,3.5%,6.2%,67.3%,55.4%,45.3%,52.1%,47.8%,53.2%,47.4%
6,Ekaterina Alexandrova [RUS],1,5,16.7%,2,0,2,0.0%,2017,2025,6,0.84,2.4%,5.1%,67.2%,58.2%,35.5%,50.7%,41.4%,40.0%,41.0%
6,Caroline Garcia [FRA],0,6,0.0%,3,1,2,33.3%,2017,2023,6,0.90,1.6%,8.3%,63.6%,64.1%,45.4%,57.3%,38.6%,43.5%,33.3%
6,Ana Bogdan [ROU],5,1,83.3%,2,2,0,100.0%,2014,2023,4,1.23,3.6%,3.9%,66.8%,60.0%,50.0%,56.7%,53.1%,71.1%,75.0%
6,Jelena Ostapenko [LAT],1,5,16.7%,2,0,2,0.0%,2015,2023,5,0.96,6.6%,9.3%,60.2%,61.2%,36.7%,51.5%,46.7%,42.6%,38.1%
5,Naomi Osaka [JPN],1,4,20.0%,2,0,2,0.0%,2016,2025,5,0.78,2.0%,9.7%,57.0%,57.9%,41.9%,51.0%,38.4%,34.3%,46.7%
5,Kirsten Flipkens [BEL],4,1,80.0%,0,0,0,-,2016,2022,5,1.25,4.0%,7.3%,67.8%,64.7%,43.3%,57.8%,52.9%,51.5%,52.5%
5,Lesia Tsurenko [UKR],3,2,60.0%,1,1,0,100.0%,2010,2022,4,1.02,2.8%,7.1%,63.7%,56.1%,38.5%,49.7%,51.3%,50.0%,48.0%
