Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 US Open R128,L vs Jovic,3.2,2.6,3.8,39.4%,69.2%,42.9%,50.0%,48.3%,8.4%,-2.0,-2.1,-6.5,-6.6
2024 Budapest F,L vs Shnaider,3.9,3.9,3.9,50.0%,43.1%,50.0%,28.6%,53.2%,12.6%,3.5,3.4,0.0,0.0
2023 Berlin R16,L vs Sakkari,2.8,3.2,2.5,34.7%,52.6%,33.3%,33.3%,47.0%,26.4%,2.0,5.1,8.5,22.4
2023 Roland Garros R128,L vs Tauson,3.6,3.7,3.4,34.5%,37.1%,33.3%,75.0%,47.1%,16.4%,-4.0,-6.6,1.5,2.5
2023 Dubai R32,L vs Gauff,3.7,3.8,3.7,36.5%,45.0%,50.0%,50.0%,54.1%,5.6%,2.0,2.5,1.0,1.5
2023 Australian Open R64,L vs Pegula,3.2,3.3,3.2,48.4%,28.6%,43.8%,75.0%,44.3%,15.7%,-3.5,-4.6,-4.0,-4.8
2023 Australian Open R128,W vs Fruhvirtova,3.5,3.8,3.3,56.1%,50.0%,76.9%,100.0%,49.7%,16.3%,3.0,3.8,2.0,2.9
2022 Cleveland F,L vs Samsonova,3.7,3.9,3.5,39.0%,38.7%,28.6%,100.0%,46.8%,10.8%,1.5,2.8,-4.0,-6.1
2022 Roland Garros R16,L vs Trevisan,4.5,5.0,3.8,40.3%,50.0%,53.6%,53.8%,46.1%,3.6%,4.0,2.9,1.5,0.9
2022 Strasbourg R32,W vs Gervais,2.6,3.0,2.3,59.3%,44.4%,40.0%,100.0%,52.7%,4.9%,6.0,9.4,0.5,0.9
2022 St Petersburg QF,L vs Ostapenko,2.5,2.3,2.7,50.3%,53.7%,38.5%,100.0%,46.6%,10.2%,-1.0,-1.1,12.0,11.8
2022 Melbourne F,L vs Anisimova,3.1,3.1,3.0,44.4%,73.2%,41.7%,25.0%,46.2%,22.3%,12.0,14.6,9.0,10.7
2021 Linz R16,L vs Halep,4.3,4.9,3.8,43.3%,44.7%,53.3%,57.1%,52.9%,19.6%,8.0,7.1,3.5,4.0
2021 Indian Wells R16,L vs Azarenka,4.2,4.2,4.3,39.7%,48.6%,53.8%,57.1%,50.2%,11.1%,14.0,13.3,9.0,9.6
2021 Indian Wells R32,W vs Halep,5.0,5.4,4.6,50.8%,51.2%,80.0%,38.1%,42.9%,7.7%,2.0,1.6,23.0,13.9
2021 Indian Wells R64,W vs Raducanu,4.2,4.1,4.4,49.2%,74.2%,50.0%,42.9%,54.1%,6.3%,5.5,5.4,6.5,7.7
2021 Gdynia R32,W vs Baszak,3.6,3.3,3.9,57.3%,41.7%,60.0%,100.0%,67.7%,12.7%,19.5,14.2,3.0,5.0
2021 Roland Garros R64,L vs Sabalenka,3.3,3.5,3.2,47.2%,46.9%,45.5%,20.0%,51.1%,23.6%,-0.5,-0.6,1.5,2.2
2021 Belgrade QF,L vs Osorio,4.2,4.1,4.3,41.2%,44.4%,41.2%,50.0%,53.1%,6.7%,-7.0,-6.3,-8.0,-8.2
2021 Belgrade R16,W vs Bucsa,4.5,4.2,5.0,55.4%,52.4%,48.5%,62.5%,55.3%,17.7%,-1.5,-0.7,10.5,7.0
Last 52 Weeks (1 matches),,3.2,2.6,3.8,39.4%,69.2%,42.9%,50.0%,48.3%,8.4%,-2.0,-2.1,-6.5,-6.6
Career (48 matches),,3.6,3.6,3.6,45.5%,50.6%,52.4%,50.3%,50.3%,11.9%,2.4,2.5,2.9,3.2
