Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,376,227,149,60.4%,540-385,58.4%,4690-4219,52.6%,79-45,63.7%,359,78.4%,26.3%,8.8%,5.0%,52.4%,75.2%,49.6%,63.0%,39.3%,51.2%,1.06
Clay,126,57,69,45.2%,147-160,47.9%,1442-1491,49.2%,23-12,65.7%,110,71.0%,25.3%,7.3%,5.1%,50.7%,70.8%,47.2%,59.2%,38.8%,49.3%,0.95
Grass,74,44,30,59.5%,119-88,57.5%,1074-952,53.0%,13-19,40.6%,74,82.5%,23.6%,9.9%,4.9%,56.1%,77.4%,49.5%,65.2%,38.0%,51.4%,1.09
Carpet,69,38,31,55.1%,90-82,52.3%,861-789,52.2%,5-16,23.8%,57,83.0%,22.6%,10.7%,4.6%,53.4%,76.7%,51.7%,65.1%,36.8%,51.2%,1.05
Grand Slams,105,60,45,57.1%,209-161,56.5%,1815-1714,51.4%,25-19,56.8%,104,76.8%,25.6%,8.7%,5.1%,53.2%,74.8%,47.5%,62.0%,39.0%,50.6%,1.03
Masters,170,87,83,51.2%,202-195,50.9%,1941-1923,50.2%,39-18,68.4%,170,75.6%,23.8%,8.0%,4.9%,51.2%,73.4%,49.0%,61.5%,38.3%,50.1%,1.00
Other Tours,345,207,138,60.0%,449-315,58.8%,3908-3414,53.4%,50-45,52.6%,322,80.1%,26.2%,9.5%,4.9%,53.3%,75.6%,50.5%,63.9%,39.0%,51.5%,1.08
Best of 5,122,66,56,54.1%,235-199,54.1%,2130-2047,51.0%,30-27,52.6%,105,76.9%,25.4%,8.6%,5.1%,53.4%,74.6%,47.6%,62.0%,38.9%,50.6%,1.02
Best of 3,523,300,223,57.4%,661-516,56.2%,5937-5404,52.3%,90-65,58.1%,495,78.5%,25.4%,9.0%,4.9%,52.5%,74.9%,49.9%,63.0%,38.8%,51.0%,1.05
Finals,21,7,14,33.3%,20-32,38.5%,244-279,46.7%,4-3,57.1%,20,75.4%,18.1%,9.3%,5.3%,53.9%,73.1%,47.8%,61.4%,35.0%,48.5%,0.91
Semi-finals,36,19,17,52.8%,41-41,50.0%,391-399,49.5%,6-4,60.0%,35,78.1%,20.7%,10.0%,4.2%,54.1%,73.7%,49.1%,62.5%,36.3%,49.6%,0.97
Quarter-finals,67,35,32,52.2%,80-76,51.3%,788-748,51.3%,11-15,42.3%,66,77.4%,25.4%,8.5%,4.8%,52.9%,74.2%,48.9%,62.3%,38.7%,50.7%,1.02
vs Righties,566,316,250,55.8%,781-643,54.8%,7101-6610,51.8%,102-80,56.0%,528,77.5%,25.4%,8.8%,4.9%,52.7%,74.5%,49.2%,62.5%,38.9%,50.8%,1.04
vs Lefties,79,50,29,63.3%,115-72,61.5%,966-841,53.5%,18-12,60.0%,72,82.2%,25.0%,9.5%,5.1%,52.8%,77.3%,50.5%,64.7%,38.6%,51.7%,1.09
vs Top 10,110,35,75,31.8%,101-180,35.9%,1261-1491,45.8%,20-23,46.5%,102,73.0%,18.8%,8.1%,5.0%,51.5%,73.2%,46.1%,60.1%,35.4%,48.1%,0.89
