Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2008 Canada F,L vs Nadal,33.3%,39.2%,37.9%,34.3%,66.7%,70.8%,50.0%,68.8%,25.0%,50.0%,-,4.5%,13.6%,33.3%,-77
2008 Canada SF,W vs Simon,25.6%,38.0%,54.7%,33.1%,40.7%,61.0%,74.3%,55.9%,70.4%,68.8%,83.3%,12.1%,17.2%,41.2%,6
2007 Madrid SF,L vs Federer,30.6%,44.4%,48.9%,37.9%,37.8%,56.8%,52.2%,52.2%,40.0%,47.1%,40.0%,25.0%,34.4%,45.8%,51
2006 Australian Open SF,L vs Federer,32.0%,38.5%,36.8%,35.4%,50.0%,59.7%,41.9%,56.8%,53.3%,56.3%,62.5%,15.1%,18.9%,33.3%,29
2004 Canada SF,L vs Roddick,37.1%,51.4%,55.0%,45.6%,47.6%,64.3%,59.1%,61.7%,33.3%,38.1%,100.0%,25.0%,37.5%,50.0%,118
2003 Halle F,L vs Federer,24.0%,36.0%,35.1%,30.2%,29.6%,48.1%,36.8%,41.1%,53.3%,50.0%,100.0%,18.2%,22.7%,33.3%,-13
2000 US Open QF,L vs Safin,27.7%,36.7%,48.2%,33.4%,40.9%,55.7%,55.8%,51.7%,62.8%,48.9%,61.5%,14.3%,17.1%,41.7%,25
1999 Tour Finals SF,L vs Sampras,26.5%,36.8%,47.7%,35.3%,35.0%,50.0%,57.7%,50.0%,50.0%,36.4%,40.0%,18.2%,22.7%,33.3%,39
1999 Canada SF,L vs Johansson,25.0%,28.9%,45.3%,27.8%,33.3%,41.7%,50.0%,39.2%,61.1%,33.3%,40.0%,19.4%,19.4%,41.4%,72
Career (9 matches),,28.9%,38.6%,46.4%,34.6%,42.2%,56.6%,54.6%,53.2%,52.9%,49.3%,59.1%,16.2%,21.2%,39.4%,41
