Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2010,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,3.4%,11.9%,47.5%,57.1%,54.8%,55.9%,15.6%,38.5%,0.35,R32 (Tunis)
2009,1,0,1,0.0%,0-0,-,0-0,-,0-0,-,0,,,,,,,,,,,,R32 (Mons)
2003,2,1,1,50.0%,3-2,60.0%,24-23,51.1%,1-0,100.0%,0,,,,,,,,,,,,R16 (Bermuda)
2002,1,0,1,0.0%,1-2,33.3%,13-13,50.0%,0-0,-,0,,,,,,,,,,,,R32 (Heilbronn)
1997,3,1,2,33.3%,0-2,0.0%,4-12,25.0%,3-0,100.0%,0,,,,,,,,,,,,R16 (Andorra)
1996,23,12,11,52.2%,24-22,52.2%,210-192,52.2%,4-4,50.0%,0,,,,,,,,,,,,F (Hamburen)
1995,17,11,6,64.7%,18-15,54.5%,164-155,51.4%,5-2,71.4%,0,,,,,,,,,,,,W (Garmisch)
1994,1,0,1,0.0%,1-1,50.0%,7-9,43.8%,0-1,0.0%,0,,,,,,,,,,,,R32 (Cologne)
Career,49,25,24,51.0%,47-46,50.5%,428-416,50.7%,13-7,65.0%,1,66.7%,0.0%,3.4%,11.9%,47.5%,57.1%,54.8%,55.9%,15.6%,38.5%,0.35,
