Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2008 Canada F,L vs Nadal,11.4%,80.0%,13.6%,64.3%,7.3%,17.4%,7.1%,2.5%,0.0%,1.1%,0.0%,-1,40
2008 Canada SF,W vs Simon,4.6%,80.0%,18.9%,72.1%,12.0%,16.0%,8.7%,4.3%,16.7%,3.5%,41.2%,30,39
2007 Madrid SF,L vs Federer,29.4%,65.0%,26.0%,65.6%,15.4%,25.0%,0.0%,5.7%,0.0%,0.9%,0.0%,58,47
2006 Australian Open SF,L vs Federer,13.0%,78.6%,14.5%,75.8%,8.8%,6.3%,6.7%,2.9%,14.3%,0.3%,100.0%,-27,17
2004 Canada SF,L vs Roddick,0.0%,-,10.9%,64.3%,13.5%,16.7%,30.8%,5.3%,14.3%,0.0%,-,-34,14
2003 Halle F,L vs Federer,25.5%,50.0%,22.1%,42.9%,6.7%,5.0%,0.0%,11.1%,0.0%,0.0%,-,-61,-50
2000 US Open QF,L vs Safin,19.7%,66.7%,17.2%,62.0%,11.8%,17.4%,42.9%,7.6%,25.0%,0.0%,-,-21,-4
1999 Tour Finals SF,L vs Sampras,29.7%,84.2%,19.8%,86.4%,6.5%,0.0%,0.0%,6.1%,25.0%,0.0%,-,100,85
1999 Canada SF,L vs Johansson,5.7%,75.0%,15.0%,50.0%,6.8%,8.8%,0.0%,4.0%,50.0%,0.3%,0.0%,-68,-44
Career (9 matches),,15.1%,70.6%,17.3%,65.7%,10.2%,13.3%,13.9%,4.9%,17.5%,1.0%,36.4%,-9,14
