Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2008 Canada F,L vs Nadal,76.9%,32.5%,1.9%,1/0,2.28,0.0%,69.7%,30.4%,0.0%,2.19,0.0%,94.4%,35.3%,5.6%,2.31,0.0%
2008 Canada SF,W vs Simon,79.2%,44.0%,2.8%,2/1,1.87,7.0%,82.0%,38.0%,1.6%,1.77,17.1%,77.3%,52.9%,4.5%,1.93,0.0%
2007 Madrid SF,L vs Federer,54.9%,35.7%,7.8%,2/2,1.74,29.8%,44.1%,20.0%,8.8%,1.67,21.7%,76.5%,53.8%,5.9%,1.81,37.5%
2006 Australian Open SF,L vs Federer,67.0%,38.0%,6.6%,4/3,1.97,46.1%,72.5%,40.0%,5.8%,1.81,35.5%,65.6%,33.3%,9.4%,2.09,53.3%
2004 Canada SF,L vs Roddick,67.8%,42.5%,5.1%,1/2,1.86,45.0%,57.6%,31.6%,3.0%,1.75,72.7%,95.5%,52.4%,9.1%,2.00,11.1%
2003 Halle F,L vs Federer,66.7%,30.0%,11.1%,1/4,1.74,8.1%,65.4%,17.6%,11.5%,1.74,10.5%,72.2%,46.2%,11.1%,1.75,5.6%
2000 US Open QF,L vs Safin,55.6%,52.2%,5.6%,3/4,2.46,4.5%,44.4%,40.6%,6.9%,2.25,9.6%,74.0%,62.2%,4.0%,2.65,0.0%
1999 Tour Finals SF,L vs Sampras,37.2%,31.3%,9.3%,4/0,2.50,45.5%,33.3%,33.3%,11.1%,2.44,30.8%,50.0%,28.6%,7.1%,2.56,66.7%
1999 Canada SF,L vs Johansson,69.0%,40.8%,5.6%,4/0,2.07,3.8%,40.0%,33.3%,3.3%,2.20,8.3%,90.2%,43.2%,7.3%,1.97,0.0%
Career (9 matches),,65.0%,40.7%,5.8%,57.9%,2.08,19.7%,59.0%,34.4%,5.5%,1.97,22.9%,78.1%,48.0%,6.6%,2.16,16.9%
