Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2008 Canada F,L vs Nadal,4.0,3.5,4.6,47.5%,50.0%,14.3%,12.5%,58.8%,11.0%,-10.0,-10.3,-4.0,-6.3
2008 Canada SF,W vs Simon,5.0,4.5,5.5,52.3%,46.6%,51.7%,54.8%,54.4%,20.7%,-1.5,-0.6,-14.0,-8.3
2007 Madrid SF,L vs Federer,3.0,3.2,2.7,46.5%,44.4%,16.7%,50.0%,55.4%,10.0%,-3.0,-5.3,-3.5,-7.8
2006 Australian Open SF,L vs Federer,3.9,3.9,3.9,45.6%,41.0%,58.3%,28.6%,43.8%,8.5%,-10.0,-6.7,-13.0,-7.1
2004 Canada SF,L vs Roddick,3.8,3.1,4.7,59.0%,48.4%,30.0%,50.0%,49.5%,16.5%,-1.5,-1.7,1.5,1.9
2003 Halle F,L vs Federer,3.4,3.9,2.9,42.9%,26.7%,40.0%,25.0%,55.7%,25.5%,-9.0,-15.3,-0.5,-1.6
2000 US Open QF,L vs Safin,3.7,3.9,3.4,44.6%,47.4%,64.3%,52.4%,46.6%,28.2%,11.0,6.7,0.0,0.0
1999 Tour Finals SF,L vs Sampras,2.7,3.2,1.9,40.7%,43.5%,50.0%,33.3%,43.5%,9.6%,-2.5,-6.8,-9.5,-21.6
1999 Canada SF,L vs Johansson,4.7,4.4,5.1,38.4%,46.5%,45.5%,50.0%,48.4%,21.6%,-2.0,-1.6,-5.0,-4.3
Career (9 matches),,3.9,3.8,4.0,46.4%,44.2%,46.2%,43.4%,50.1%,18.2%,-3.2,-2.8,-5.3,-5.5
