Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Australian Open R32,L vs Andreeva,5.4,5.5,5.2,34.4%,47.6%,40.9%,68.2%,46.4%,7.0%,-3.0,-2.3,-8.5,-5.8
2025 Montreal R128,L vs Raducanu,3.7,2.9,4.3,44.9%,40.9%,46.2%,33.3%,51.3%,6.5%,7.5,7.7,-2.5,-2.9
2025 s Hertogenbosch F,L vs Mertens,4.2,4.3,4.2,36.5%,60.0%,47.6%,54.5%,46.8%,5.2%,0.5,0.5,10.0,7.9
2025 s Hertogenbosch QF,W vs Andreescu,3.5,3.2,3.7,51.6%,75.9%,60.0%,60.0%,45.1%,13.1%,16.0,25.4,10.0,14.3
2025 s Hertogenbosch R32,W vs Van Den Broek,3.1,2.7,3.4,63.5%,61.1%,50.0%,66.7%,51.8%,9.1%,4.5,8.0,7.5,15.0
2025 Australian Open R64,L vs Keys,3.5,3.7,3.3,50.4%,49.0%,40.9%,25.0%,49.3%,4.8%,1.0,0.8,-3.0,-2.2
2024 Wimbledon R128,L vs Rybakina,2.9,3.2,2.5,42.1%,30.8%,100.0%,33.3%,41.1%,7.9%,-4.5,-12.2,8.5,14.7
2023 Cluj Napoca F,L vs Korpatsch,5.4,5.8,5.1,38.0%,48.6%,57.9%,45.5%,49.2%,7.9%,-5.0,-3.7,5.0,3.6
2023 Auckland R32,W vs Routliffe,3.0,2.9,3.2,56.1%,52.0%,53.8%,50.0%,46.3%,11.3%,21.5,20.5,7.5,6.9
2022 Rome R32,L vs Swiatek,3.7,3.8,3.6,41.3%,32.0%,27.3%,0.0%,40.6%,2.5%,-5.5,-11.0,-12.0,-15.6
2022 Dubai R16,L vs Halep,3.9,4.2,3.6,37.0%,41.4%,50.0%,57.1%,48.8%,1.2%,0.5,0.6,-5.0,-5.9
2022 Melbourne R16,L vs Halep,3.8,4.5,3.2,31.3%,41.2%,45.5%,33.3%,49.2%,7.5%,0.5,0.8,1.0,1.6
2021 Cluj Napoca R32,L vs Halep,4.0,4.6,3.3,27.9%,61.1%,60.0%,33.3%,55.2%,11.0%,1.5,1.7,6.0,9.2
2021 Chicago R16,L vs Svitolina,4.2,4.1,4.4,46.8%,31.0%,52.9%,53.8%,43.0%,7.0%,4.0,3.4,-10.5,-7.2
2021 Palermo F,L vs Collins,3.2,3.2,3.2,43.8%,34.5%,72.7%,75.0%,44.6%,7.5%,-1.0,-1.4,7.0,8.1
2021 Hamburg F,W vs Petkovic,4.2,4.4,4.0,46.8%,54.4%,45.0%,76.9%,41.6%,7.3%,9.0,7.6,5.5,3.4
2020 Roland Garros Q1,L vs Kan,3.8,3.9,3.6,54.4%,64.3%,61.5%,100.0%,34.0%,15.1%,10.0,16.1,17.0,16.0
2020 Australian Open Q2,L vs Parrizas Diaz,3.7,4.0,3.4,53.5%,54.9%,50.0%,66.7%,59.2%,8.2%,11.5,8.4,12.0,13.3
2019 Wimbledon R128,L vs Goerges,2.8,2.5,3.1,42.0%,34.6%,60.0%,0.0%,46.5%,14.5%,-1.5,-2.8,-5.0,-8.8
2019 ITF Dothan QF,W vs Arconada,4.5,4.8,4.3,58.5%,50.0%,91.7%,58.3%,42.6%,5.0%,5.0,5.9,21.0,18.6
Last 52 Weeks (5 matches),,4.0,3.8,4.2,45.9%,58.4%,47.3%,58.0%,47.9%,7.6%,5.1,5.6,3.3,3.4
Career (22 matches),,3.8,3.9,3.7,45.3%,49.6%,51.8%,51.1%,47.0%,8.0%,3.2,3.5,3.3,3.3
