Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,20,6,14,30.0%,14-28,33.3%,177-227,43.8%,1-4,20.0%,20,58.7%,30.5%,4.7%,7.7%,56.7%,64.6%,40.0%,54.0%,42.1%,47.8%,0.91
Clay,8,5,3,62.5%,11-8,57.9%,91-82,52.6%,1-1,50.0%,8,68.2%,37.2%,5.5%,8.1%,55.8%,68.0%,42.4%,56.7%,44.1%,50.5%,1.02
Grass,6,4,2,66.7%,9-5,64.3%,76-62,55.1%,1-1,50.0%,6,70.1%,40.6%,3.6%,5.7%,60.7%,63.5%,51.5%,58.8%,46.1%,52.2%,1.12
Grand Slams,7,3,4,42.9%,8-8,50.0%,83-88,48.5%,2-0,100.0%,7,60.7%,35.3%,3.7%,6.0%,57.4%,66.9%,38.4%,54.7%,44.0%,49.3%,0.97
Premiers,2,0,2,0.0%,1-4,20.0%,16-28,36.4%,0-0,-,2,40.9%,31.8%,8.0%,8.8%,59.9%,59.8%,34.5%,49.6%,44.5%,46.9%,0.88
Internationals,12,7,5,58.3%,15-12,55.6%,122-115,51.5%,0-2,0.0%,12,70.7%,33.6%,4.5%,7.2%,58.2%,68.3%,46.7%,59.3%,43.0%,50.7%,1.06
Finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,70.0%,18.2%,1.7%,11.7%,55.0%,69.7%,40.7%,56.7%,37.0%,45.4%,0.85
Semi-finals,2,1,1,50.0%,2-3,40.0%,16-25,39.0%,0-0,-,2,57.1%,20.0%,4.7%,6.7%,63.1%,56.4%,49.1%,53.7%,38.6%,46.4%,0.83
Quarter-finals,2,2,0,100.0%,4-0,100.0%,24-10,70.6%,0-0,-,2,88.2%,52.9%,8.2%,7.2%,50.5%,73.5%,64.6%,69.1%,51.8%,59.9%,1.68
vs Righties,33,15,18,45.5%,34-39,46.6%,336-358,48.4%,3-5,37.5%,33,63.6%,34.2%,4.8%,7.3%,57.4%,65.4%,42.6%,55.7%,43.4%,49.3%,0.98
vs Top 10,4,0,4,0.0%,2-7,22.2%,39-53,42.4%,1-0,100.0%,4,60.0%,25.5%,3.8%,5.2%,59.9%,61.8%,40.5%,53.3%,39.9%,46.4%,0.85
