Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R32,L vs Andreeva,71.9%,43.5%,3.1%,1/1,2.09,23.5%,73.2%,46.7%,4.9%,2.08,37.5%,80.0%,37.5%,0.0%,2.09,0.0%
2025 Montreal R128,L vs Raducanu,70.1%,51.1%,9.0%,1/5,2.10,8.8%,72.7%,56.3%,6.8%,2.03,15.0%,78.9%,40.0%,15.8%,2.20,0.0%
2025 s Hertogenbosch F,L vs Mertens,67.9%,54.5%,2.5%,1/1,2.10,6.8%,67.2%,51.3%,0.0%,2.10,11.1%,69.6%,62.5%,8.7%,2.08,0.0%
2025 s Hertogenbosch QF,W vs Andreescu,66.1%,62.2%,5.4%,2/1,2.51,24.2%,69.7%,65.2%,6.1%,2.57,42.1%,77.8%,57.1%,5.6%,2.41,0.0%
2025 s Hertogenbosch R32,W vs Van Den Broek,77.6%,60.5%,4.1%,2/0,2.89,20.0%,84.4%,48.1%,6.3%,3.15,36.4%,100.0%,90.9%,0.0%,2.57,0.0%
2025 Australian Open R64,L vs Keys,72.4%,49.3%,11.2%,5/6,2.91,11.4%,73.5%,48.0%,7.4%,2.71,18.6%,80.8%,52.4%,23.1%,3.13,2.8%
2024 Wimbledon R128,L vs Rybakina,58.5%,33.3%,22.0%,4/5,2.81,4.3%,58.3%,14.3%,25.0%,2.38,11.1%,76.9%,60.0%,23.1%,3.08,0.0%
2023 Cluj Napoca F,L vs Korpatsch,75.7%,54.7%,4.3%,2/1,2.96,4.3%,76.5%,57.7%,5.9%,3.03,6.3%,84.4%,51.9%,3.1%,2.79,0.0%
2023 Auckland R32,W vs Routliffe,78.4%,58.8%,5.9%,1/5,2.47,3.8%,76.6%,55.1%,1.6%,2.65,10.5%,86.1%,64.5%,13.9%,2.37,0.0%
2022 Rome R32,L vs Swiatek,67.6%,44.0%,5.4%,1/1,2.68,2.7%,63.6%,42.9%,4.5%,2.65,4.8%,91.7%,45.5%,8.3%,2.73,0.0%
2022 Dubai R16,L vs Halep,58.8%,56.7%,2.0%,1/0,2.84,2.5%,55.2%,56.3%,0.0%,2.92,4.8%,70.0%,57.1%,5.0%,2.74,0.0%
2022 Melbourne R16,L vs Halep,63.4%,57.7%,14.6%,4/2,2.70,0.0%,63.6%,50.0%,13.6%,2.48,0.0%,70.6%,66.7%,17.6%,2.84,0.0%
2021 Cluj Napoca R32,L vs Halep,52.0%,46.2%,4.0%,1/1,2.57,0.0%,41.4%,33.3%,3.4%,2.67,0.0%,73.7%,57.1%,5.3%,2.45,0.0%
2021 Chicago R16,L vs Svitolina,67.2%,46.3%,6.6%,1/3,2.23,4.3%,68.8%,31.8%,0.0%,2.14,8.8%,70.4%,63.2%,14.8%,2.32,0.0%
2021 Palermo F,L vs Collins,65.6%,52.5%,16.4%,3/7,2.78,4.0%,58.3%,52.4%,11.1%,2.58,7.1%,90.5%,52.6%,28.6%,3.04,0.0%
2021 Hamburg F,W vs Petkovic,70.2%,62.7%,2.4%,1/1,2.53,1.5%,76.8%,55.8%,0.0%,2.49,2.9%,61.5%,81.3%,7.7%,2.57,0.0%
2020 Roland Garros Q1,L vs Kan,76.6%,63.3%,0.0%,0/0,2.36,14.6%,72.7%,45.8%,0.0%,2.37,23.3%,89.3%,80.0%,0.0%,2.36,0.0%
2020 Australian Open Q2,L vs Parrizas Diaz,76.3%,62.3%,2.5%,0/2,2.62,8.1%,81.6%,55.0%,2.0%,2.50,9.5%,80.8%,76.2%,3.8%,2.89,5.0%
2019 Wimbledon R128,L vs Goerges,60.0%,45.5%,5.5%,2/1,2.56,12.8%,55.9%,36.8%,5.9%,2.54,16.7%,70.0%,57.1%,5.0%,2.64,0.0%
2019 ITF Dothan QF,W vs Arconada,76.4%,76.2%,7.3%,0/4,2.53,0.0%,78.4%,72.4%,0.0%,2.45,0.0%,81.3%,84.6%,25.0%,2.64,0.0%
Last 52 Weeks (5 matches),,70.3%,53.8%,4.7%,46.7%,2.25,16.5%,72.6%,53.0%,4.3%,2.27,27.5%,79.1%,55.6%,6.6%,2.23,0.0%
Career (22 matches),,69.5%,54.6%,6.5%,44.4%,2.54,7.4%,69.2%,50.1%,4.6%,2.50,12.9%,78.9%,61.4%,10.6%,2.59,0.4%
