Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),83,840,78,1763,81,1711,69,1701,48,1675,80,1160,,
2025,88,825,79,1751,84,1694,73,1695,56,1669,77,1102
2024,121,598,91,1711,101,1659,80,1668,79,1608,56,1504
2023,128,573,81,1720,66,1697,92,1622,74,1597,,
2022,117,547,125,1631,115,1606,112,1579,82,1565,,
2021,87,859,78,1756,78,1695,69,1680,49,1664,,
2020,159,454,103,1654,112,1586,108,1568,,,126,703
2019,185,325,128,1647,141,1575,150,1536,65,1639,118,650
2018,251,215,133,1632,137,1589,163,1490,80,1592,211,329
2017,243,225,,,,,,,,,294,224
2016,266,176,,,,,,,,,250,249
2015,560,45,,,,,,,,,548,68
