Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,1,0,1,0.0%,1-2,33.3%,13-15,46.4%,0-0,-,1,57.1%,35.7%,2.9%,6.7%,50.5%,66.0%,40.4%,53.3%,42.9%,48.5%,0.92,R32 (Austin 125 1)
2025,6,5,1,83.3%,10-4,71.4%,83-52,61.5%,0-3,0.0%,6,73.1%,52.3%,6.1%,5.5%,63.1%,68.2%,46.2%,60.0%,50.5%,55.3%,1.26,W (W75 Trnava)
2024,23,12,11,52.2%,26-24,52.0%,238-218,52.2%,1-6,14.3%,16,69.1%,40.8%,4.4%,5.2%,60.6%,66.3%,48.1%,59.1%,45.9%,52.2%,1.12,SF (2x)
2023,9,3,6,33.3%,7-12,36.8%,87-93,48.3%,0-1,0.0%,2,62.5%,23.1%,0.7%,5.2%,54.1%,67.1%,46.8%,57.8%,38.0%,47.4%,0.90,SF (W40 Quinta do Lago)
2022,2,0,2,0.0%,0-4,0.0%,8-24,25.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2021,12,7,5,58.3%,15-13,53.6%,151-124,54.9%,1-4,20.0%,0,,,,,,,,,,,,SF (W25 Prague)
2020,13,8,5,61.5%,16-11,59.3%,129-121,51.6%,2-1,66.7%,2,68.4%,33.3%,1.7%,5.2%,51.7%,63.3%,50.0%,56.9%,42.1%,49.8%,0.98,SF (W100+H Dubai)
2019,30,19,11,63.3%,38-25,60.3%,317-275,53.5%,5-1,83.3%,2,65.0%,45.0%,1.7%,2.5%,63.3%,59.2%,54.5%,57.5%,48.8%,53.0%,1.15,F (W25 Yokohama)
2018,25,13,12,52.0%,31-29,51.7%,292-264,52.5%,1-5,16.7%,2,40.0%,46.2%,3.3%,7.2%,58.0%,53.3%,36.8%,46.4%,47.7%,47.1%,0.89,SF (3x)
2017,46,31,15,67.4%,64-34,65.3%,507-363,58.3%,4-3,57.1%,2,44.4%,64.7%,0.9%,2.7%,57.7%,56.3%,36.2%,47.7%,53.8%,50.7%,1.03,W (2x)
2016,49,35,14,71.4%,74-35,67.9%,578-428,57.5%,7-4,63.6%,0,,,,,,,,,,,,W (3x)
2015,22,11,11,50.0%,22-22,50.0%,210-187,52.9%,2-4,33.3%,0,,,,,,,,,,,,SF (2x)
2014,3,1,2,33.3%,4-4,50.0%,40-36,52.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (Iasi 10K)
2013,4,2,2,50.0%,4-5,44.4%,37-42,46.8%,0-0,-,0,,,,,,,,,,,,QF (Bucharest 10K)
2012,1,0,1,0.0%,1-2,33.3%,10-13,43.5%,0-0,-,0,,,,,,,,,,,,R32 (Bucharest 10K)
Career,246,147,99,59.8%,313-226,58.1%,2700-2255,54.5%,23-33,41.1%,33,65.2%,42.9%,3.9%,5.2%,59.5%,64.7%,46.0%,57.1%,46.6%,51.8%,1.09,
