Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R32,L vs Badosa,90.5,102.5,6.8,105.5,96.5,111,73,80.1,5.2,80.2,81.4,92,69
2024 US Open R64,W vs Krejcikova,95.6,103.6,6.0,106.6,97.6,112,91,82.4,4.5,85.6,83.7,91,74
2024 US Open R128,W vs Grabher,91.9,103.2,5.7,105.8,100.2,110,81,78.0,3.8,79.3,79.7,84,71
2024 Wimbledon R128,L vs Rybakina,95.2,101.5,6.0,105.6,100.3,109,88,89.3,2.6,89.0,88.0,94,81
2023 US Open R128,L vs Pliskova,92.5,97.0,8.2,99.9,95.0,108,64,82.0,6.1,79.3,80.0,92,73
2022 US Open R64,L vs Gauff,90.7,97.2,5.9,100.9,91.1,109,80,82.2,4.4,82.0,83.0,89,74
2022 US Open R128,W vs Saville,89.3,94.0,6.2,98.7,93.0,104,76,81.2,4.3,84.0,78.5,90,75
2022 Wimbledon R128,L vs Gauff,93.8,99.3,5.2,101.4,93.6,110,86,87.3,4.7,88.7,85.3,95,75
2021 US Open R128,L vs Vondrousova,95.2,103.8,6.7,105.0,101.0,111,85,87.7,4.3,90.0,87.0,95,76
2018 Wimbledon R128,L vs Radwanska,93.5,98.0,4.5,99.3,96.6,106,87,86.9,3.4,85.8,87.8,94,80
Career (10 matches),,93.0,99.9,5.9,103.0,96.1,112,64,84.3,4.3,84.0,83.9,95,69
