Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Australian Open R32,L vs Andreeva,12.9%,22.6%,47.1%,15.8%,31.6%,56.3%,73.3%,30.4%,25.0%,9.5%,9.5%,31.6%,21.4%,57.1%,100.0%,-23
2025 Montreal R128,L vs Raducanu,25.5%,36.4%,32.4%,28.6%,42.9%,35.0%,36.4%,35.3%,50.0%,30.0%,40.0%,28.6%,0.0%,71.4%,-,137
2025 s Hertogenbosch F,L vs Mertens,13.3%,28.3%,57.8%,15.2%,42.4%,64.3%,43.8%,35.3%,100.0%,15.0%,15.0%,47.1%,14.3%,15.4%,0.0%,9
2025 s Hertogenbosch QF,W vs Andreescu,28.0%,42.0%,63.6%,34.5%,48.3%,57.9%,61.5%,18.8%,-,22.2%,38.9%,71.4%,16.7%,25.0%,0.0%,68
2025 s Hertogenbosch R32,W vs Van Den Broek,39.5%,48.8%,54.5%,47.8%,60.9%,66.7%,25.0%,27.3%,0.0%,37.5%,43.8%,40.0%,16.7%,20.0%,0.0%,30
2025 Australian Open R64,L vs Keys,28.4%,35.3%,39.2%,34.8%,42.4%,41.9%,46.9%,29.4%,40.0%,21.7%,28.3%,36.1%,9.5%,52.0%,100.0%,-7
2024 Wimbledon R128,L vs Rybakina,19.4%,28.4%,40.4%,37.9%,51.7%,44.4%,30.8%,31.3%,25.0%,6.5%,12.9%,37.9%,6.7%,18.8%,50.0%,-58
2023 Cluj Napoca F,L vs Korpatsch,10.7%,14.3%,38.3%,13.5%,18.9%,43.8%,61.9%,75.0%,100.0%,6.3%,6.3%,26.7%,0.0%,77.8%,33.3%,-58
2023 Auckland R32,W vs Routliffe,30.2%,38.4%,52.8%,52.5%,60.0%,52.6%,36.8%,38.1%,33.3%,12.8%,23.1%,52.9%,5.6%,61.9%,75.0%,6
2022 Rome R32,L vs Swiatek,16.7%,20.8%,21.6%,22.2%,29.6%,23.8%,41.2%,20.0%,0.0%,11.1%,11.1%,18.8%,0.0%,58.3%,25.0%,-9
2022 Dubai R16,L vs Halep,16.3%,22.4%,35.0%,19.2%,30.8%,42.9%,47.1%,33.3%,50.0%,13.6%,13.6%,26.3%,28.6%,60.0%,100.0%,-51
2022 Melbourne R16,L vs Halep,14.6%,14.6%,19.4%,29.4%,29.4%,33.3%,50.0%,33.3%,33.3%,5.0%,5.0%,10.5%,36.4%,66.7%,33.3%,-71
2021 Cluj Napoca R32,L vs Halep,17.6%,21.6%,41.7%,23.1%,23.1%,40.0%,53.8%,46.2%,100.0%,15.8%,26.3%,43.8%,27.3%,50.0%,100.0%,19
2021 Chicago R16,L vs Svitolina,15.9%,23.9%,42.9%,22.2%,31.1%,51.4%,57.1%,16.7%,12.5%,10.3%,17.9%,34.3%,13.6%,35.3%,40.0%,-12
2021 Palermo F,L vs Collins,25.0%,27.8%,34.0%,28.2%,30.8%,42.9%,30.4%,18.8%,0.0%,24.1%,27.6%,22.7%,20.0%,57.9%,100.0%,42
2021 Hamburg F,W vs Petkovic,15.7%,21.7%,50.7%,22.2%,33.3%,45.7%,50.0%,56.0%,66.7%,8.6%,8.6%,56.3%,6.7%,80.0%,100.0%,-28
2020 Roland Garros Q1,L vs Kan,16.1%,37.1%,64.6%,18.9%,45.9%,73.3%,47.4%,44.4%,50.0%,14.3%,28.6%,50.0%,9.1%,80.0%,100.0%,19
2020 Australian Open Q2,L vs Parrizas Diaz,14.3%,27.3%,50.0%,14.3%,28.6%,59.5%,36.4%,51.9%,66.7%,16.7%,29.2%,30.0%,7.7%,45.5%,66.7%,46
2019 Wimbledon R128,L vs Goerges,32.4%,36.6%,33.3%,31.8%,38.6%,30.0%,40.9%,45.5%,100.0%,50.0%,50.0%,44.4%,0.0%,69.2%,66.7%,265
2019 ITF Dothan QF,W vs Arconada,17.3%,32.7%,51.2%,25.0%,43.8%,50.0%,35.7%,50.0%,50.0%,5.6%,16.7%,52.9%,0.0%,66.7%,100.0%,-58
Last 52 Weeks (5 matches),,22.6%,34.4%,50.8%,26.5%,43.7%,55.9%,49.3%,29.8%,40.0%,22.1%,28.4%,43.2%,13.0%,32.7%,16.7%,88
Career (22 matches),,20.2%,28.8%,44.2%,26.3%,37.5%,48.6%,46.5%,39.2%,48.0%,15.1%,21.2%,38.5%,13.0%,54.6%,58.6%,29
