Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,5,Hard,15,10,5,66.7%,2,0,2,0.0%,2020,2026,R32,15,1.10,3.2%,5.8%,57.4%,67.8%,47.3%,59.1%,45.1%,56.2%,49.6%
Roland Garros,6,Clay,13,7,6,53.8%,3,1,2,33.3%,2020,2025,R64,13,1.06,4.0%,6.0%,59.6%,63.4%,42.9%,55.1%,47.8%,49.5%,53.2%
Wimbledon,7,Grass,17,10,7,58.8%,1,1,0,100.0%,2018,2025,R128,14,1.02,3.5%,7.0%,56.2%,65.8%,45.0%,56.7%,44.2%,57.9%,53.2%
US Open,7,Hard,21,14,7,66.7%,5,1,4,20.0%,2018,2025,R32,21,1.09,4.8%,7.9%,55.0%,66.2%,45.3%,56.8%,47.1%,49.3%,54.9%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2020,2020,,1,0.66,11.8%,11.8%,58.8%,56.7%,23.8%,43.1%,37.3%,33.3%,40.0%
Miami,3,Hard,9,6,3,66.7%,2,1,1,50.0%,2022,2026,R32,9,1.05,5.8%,6.6%,60.2%,64.4%,41.3%,55.2%,47.1%,55.0%,49.4%
Indian Wells,4,Hard,7,3,4,42.9%,2,0,2,0.0%,2021,2026,R128,7,0.99,3.3%,6.4%,52.4%,62.7%,40.7%,52.2%,47.4%,65.5%,56.7%
Dubai,3,Hard,9,6,3,66.7%,1,0,1,0.0%,2022,2026,R16,9,1.11,5.5%,9.3%,52.1%,67.5%,48.0%,58.1%,46.6%,46.0%,48.9%
Cluj-Napoca,2,Hard,2,0,2,0.0%,0,0,0,-,2025,2026,R32,2,0.77,0.8%,6.9%,54.2%,70.4%,38.3%,55.7%,34.3%,57.1%,25.0%
Beijing,2,Hard,5,3,2,60.0%,2,0,2,0.0%,2024,2025,R64,5,1.13,3.5%,8.5%,53.5%,72.2%,44.2%,59.2%,46.3%,50.0%,50.0%
Cincinnati,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2021,2025,R128,3,0.90,4.9%,9.2%,46.2%,63.5%,42.4%,52.2%,43.2%,48.0%,40.9%
