Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Miami QF,L vs Sinner,0% (0/8),- (0/0),0/4,63% (5/8),20% (1/5),0/0,0/0,1/1,0/0,0/0
2026 Miami R32,W vs Mensik,6% (1/17),0% (0/1),0/1,12% (2/17),50% (1/2),0/0,0/0,2/2,0/0,0/0
2026 Acapulco F,L vs Cobolli,9% (1/11),100% (1/1),0/2,45% (5/11),60% (3/5),0/1,0/0,2/2,0/0,0/0
2026 Australian Open R32,L vs De Minaur,25% (4/16),50% (2/4),1/5,40% (6/15),17% (1/6),2/2,0/0,1/1,0/0,0/0
2026 Brisbane R16,L vs Medvedev,0% (0/9),- (0/0),0/3,38% (3/8),0% (0/3),0/0,0/0,1/1,0/0,0/0
2025 Roland Garros QF,L vs Musetti,11% (2/19),50% (1/2),0/2,32% (6/19),17% (1/6),1/1,1/1,1/4,0/0,0/1
2025 Roland Garros R16,W vs Altmaier,33% (5/15),100% (5/5),1/3,19% (3/16),0% (0/3),3/5,2/2,3/3,0/0,0/0
2025 Roland Garros R32,W vs Korda,20% (3/15),67% (2/3),0/0,6% (1/16),100% (1/1),2/2,2/2,2/2,1/1,0/0
2025 Houston F,L vs Brooksby,33% (3/9),67% (2/3),1/3,67% (6/9),17% (1/6),2/2,0/0,0/2,0/0,0/1
2025 Indian Wells R32,L vs Watanuki,27% (3/11),67% (2/3),1/1,45% (5/11),40% (2/5),1/2,0/2,0/1,0/0,0/0
2025 Brisbane R16,L vs Mpetshi Perricard,9% (1/11),0% (0/1),0/0,27% (3/11),67% (2/3),0/0,0/0,2/3,0/0,2/2
2024 Tokyo R32,L vs Nakashima,9% (1/11),100% (1/1),0/2,30% (3/10),0% (0/3),0/1,0/0,1/2,0/0,0/0
2024 US Open SF,L vs Fritz,16% (4/25),100% (4/4),1/4,38% (9/24),33% (3/9),3/4,2/2,1/3,0/0,0/0
2024 US Open R16,W vs Popyrin,21% (4/19),75% (3/4),0/3,30% (6/20),50% (3/6),3/3,2/2,3/3,1/1,0/0
2024 US Open R32,W vs Shelton,35% (9/26),56% (5/9),1/2,19% (5/27),40% (2/5),3/4,2/2,4/5,1/1,0/0
2024 US Open R128,W vs Kovacevic,40% (8/20),50% (4/8),1/1,14% (3/21),33% (1/3),3/3,2/2,1/2,1/1,0/0
2024 Cincinnati F,L vs Sinner,20% (2/10),0% (0/2),0/2,40% (4/10),50% (2/4),0/0,0/0,3/3,0/0,1/1
2024 Cincinnati SF,W vs Rune,29% (4/14),75% (3/4),0/2,27% (4/15),50% (2/4),3/3,1/1,3/3,0/0,3/3
2024 Cincinnati R32,W vs Musetti,67% (6/9),67% (4/6),0/0,0% (0/8),- (0/0),2/2,0/0,0/0,0/0,0/0
2024 Wimbledon R32,L vs Alcaraz,28% (7/25),43% (3/7),1/4,20% (5/25),0% (0/5),3/3,2/2,4/5,0/0,1/1
2026 (5 matches),,9.8%,50.0%,6.7%,35.6%,28.6%,66.7%,-,100.0%,-,-
2025 (6 matches),,21.3%,70.6%,33.3%,29.3%,29.2%,75.0%,71.4%,53.3%,100.0%,50.0%
2024 (17 matches),,26.9%,64.8%,15.0%,26.0%,30.4%,80.0%,88.9%,78.9%,100.0%,88.9%
2023 (18 matches),,30.7%,78.5%,26.2%,26.6%,35.8%,71.7%,76.2%,95.5%,57.1%,100.0%
2022 (19 matches),,28.1%,61.4%,19.6%,30.0%,39.1%,82.6%,85.0%,82.1%,100.0%,81.8%
Career (315 matches),,31.8%,64.8%,19.7%,30.8%,34.4%,77.3%,83.3%,76.4%,79.8%,71.6%
