Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open SF,L vs Fritz,106.5,118.1,7.4,120.5,115.5,135,99,90.3,7.7,91.7,88.9,112,74
2024 US Open QF,W vs Dimitrov,102.5,116.7,6.9,117.3,116.2,131,101,87.5,7.8,87.6,86.5,108,72
2024 US Open R16,W vs Popyrin,104.9,118.0,6.4,121.2,114.9,132,105,90.5,8.3,91.3,86.3,112,74
2024 US Open R32,W vs Shelton,104.4,117.4,8.4,120.4,115.4,134,79,85.2,5.2,86.3,86.1,97,75
2024 US Open R64,W vs Shevchenko,106.8,119.3,6.7,120.5,116.2,130,108,83.6,8.0,94.0,84.6,105,69
2024 US Open R128,W vs Kovacevic,105.9,118.5,7.0,120.9,114.2,132,100,86.9,8.4,87.8,82.4,110,72
2024 Wimbledon R32,L vs Alcaraz,112.3,122.1,5.9,125.7,117.6,135,106,95.9,11.3,96.8,92.7,118,78
2024 Wimbledon R64,W vs Coric,108.5,118.8,6.5,121.9,114.4,130,105,90.6,5.9,87.3,86.9,104,82
2023 US Open QF,L vs Shelton,106.5,117.8,8.6,120.3,113.9,134,102,91.0,6.8,96.5,87.7,112,82
2023 US Open R16,W vs Hijikata,107.4,120.8,9.1,123.8,116.1,136,92,88.9,6.6,98.3,87.4,106,76
2023 US Open R32,W vs Mannarino,103.2,116.1,10.9,116.0,112.5,132,67,88.4,5.0,89.5,88.2,97,77
2023 US Open R64,W vs Ofner,104.7,117.8,10.9,122.1,111.7,134,72,87.7,7.7,85.5,89.1,104,76
2023 US Open R128,W vs Tien,105.9,118.0,8.6,120.7,114.2,133,102,87.6,6.8,94.3,86.8,105,80
2023 Wimbledon R32,L vs Dimitrov,108.3,122.9,4.9,123.3,122.1,132,111,91.8,6.0,92.5,91.7,107,78
2023 Wimbledon R64,W vs Stricker,108.3,116.3,8.1,118.4,113.2,131,96,95.0,5.8,99.9,90.1,110,81
2023 Wimbledon R128,W vs Wu,113.5,123.0,5.6,124.7,120.9,132,108,96.3,8.5,89.4,92.9,109,83
2022 US Open SF,L vs Alcaraz,104.8,121.1,8.3,125.1,117.1,136,103,89.4,9.9,93.1,86.1,116,73
2022 US Open QF,W vs Rublev,103.7,122.0,8.9,125.9,118.3,137,107,83.9,7.7,84.9,80.0,109,73
2022 US Open R16,W vs Nadal,104.1,121.0,9.3,125.7,114.7,138,106,85.4,4.4,85.4,84.9,102,75
2022 US Open R32,W vs Schwartzman,100.3,118.6,10.8,121.4,114.5,135,75,83.2,10.3,88.9,85.4,109,68
Career (45 matches),,106.5,117.8,8.2,121.3,114.2,142,65,89.6,8.3,90.9,87.7,120,61
