Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami QF,L vs Sinner,0.0%,-,8.3%,12.5%,8.3%,11.1%,0.0%,5.7%,14.3%,1.4%,0.0%,-57,-80
2026 Miami R32,W vs Mensik,0.0%,-,13.4%,58.1%,13.6%,19.4%,33.3%,10.7%,22.2%,0.6%,0.0%,-72,-58
2026 Acapulco F,L vs Cobolli,0.0%,-,12.2%,78.9%,7.1%,5.6%,0.0%,9.5%,25.0%,0.7%,50.0%,-38,-49
2026 Australian Open R32,L vs De Minaur,0.0%,-,10.1%,50.0%,8.1%,15.8%,5.9%,8.4%,34.6%,0.4%,50.0%,-50,-55
2026 Brisbane R16,L vs Medvedev,7.7%,100.0%,7.8%,85.7%,13.6%,26.7%,0.0%,0.0%,0.0%,1.4%,0.0%,-49,-83
2025 Roland Garros QF,L vs Musetti,0.0%,-,17.2%,60.5%,17.0%,17.0%,25.0%,3.0%,5.6%,5.9%,31.8%,40,11
2025 Roland Garros R16,W vs Altmaier,6.7%,66.7%,19.5%,78.9%,12.6%,6.9%,0.0%,2.2%,5.6%,3.1%,55.6%,56,33
2025 Roland Garros R32,W vs Korda,0.0%,-,8.2%,82.4%,15.8%,37.9%,0.0%,14.1%,38.9%,3.8%,40.0%,29,60
2025 Houston F,L vs Brooksby,0.0%,-,11.5%,76.9%,9.9%,15.0%,0.0%,7.9%,18.8%,2.3%,16.7%,-45,-50
2025 Indian Wells R32,L vs Watanuki,0.0%,-,8.9%,71.4%,13.0%,27.8%,100.0%,7.7%,62.5%,1.4%,0.0%,-72,-73
2025 Brisbane R16,L vs Mpetshi Perricard,0.0%,-,8.8%,61.5%,24.6%,19.0%,33.3%,3.4%,16.7%,0.6%,0.0%,-25,-75
2024 Tokyo R32,L vs Nakashima,2.0%,100.0%,3.4%,75.0%,20.9%,9.1%,11.1%,10.3%,0.0%,3.3%,0.0%,62,10
2024 US Open SF,L vs Fritz,0.8%,100.0%,8.0%,52.4%,14.1%,20.0%,0.0%,10.1%,30.0%,2.6%,9.1%,-24,4
2024 US Open QF,W vs Dimitrov,0.0%,-,11.4%,48.1%,14.0%,15.5%,11.1%,5.3%,3.8%,0.5%,50.0%,-60,-20
2024 US Open R32,W vs Shelton,1.9%,100.0%,13.9%,76.1%,12.1%,20.0%,3.3%,9.9%,13.3%,0.4%,50.0%,-57,-45
2024 Cincinnati F,L vs Sinner,7.5%,66.7%,11.3%,62.5%,10.5%,6.5%,25.0%,2.6%,0.0%,0.9%,0.0%,-50,-82
2024 Cincinnati SF,W vs Rune,0.0%,-,7.7%,64.3%,14.0%,4.8%,11.1%,8.2%,20.0%,0.8%,100.0%,-64,-11
2024 Cincinnati QF,W vs Hurkacz,0.0%,-,5.9%,0.0%,14.3%,16.7%,100.0%,29.4%,0.0%,0.0%,-,-55,-21
2024 Cincinnati R32,W vs Musetti,5.3%,50.0%,12.9%,76.9%,10.9%,11.1%,0.0%,11.6%,40.0%,0.6%,0.0%,26,-9
2024 Wimbledon R32,L vs Alcaraz,2.8%,75.0%,15.3%,75.0%,18.9%,14.6%,50.0%,17.0%,44.4%,2.3%,25.0%,26,33
Career (87 matches),,3.0%,58.0%,11.6%,65.6%,14.9%,19.5%,13.8%,8.1%,21.7%,1.9%,29.2%,-9,-4
