Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Daniel Evans [GBR],6,5,54.5%,5,1,4,20.0%,2015,2025,11,0.94,11.9%,2.4%,62.4%,70.4%,46.3%,61.3%,36.4%,59.5%,44.3%
10,Alexander Zverev [GER],1,9,10.0%,3,1,2,33.3%,2017,2026,10,0.87,6.4%,2.8%,63.8%,67.9%,47.9%,60.7%,34.1%,60.7%,34.0%
8,Brandon Nakashima [USA],7,1,87.5%,6,5,1,83.3%,2020,2026,8,1.08,10.1%,2.4%,62.1%,74.2%,54.0%,66.6%,36.0%,54.8%,45.3%
8,Sebastian Korda [USA],4,4,50.0%,3,2,1,66.7%,2018,2026,8,0.98,9.3%,2.9%,57.3%,69.5%,52.2%,62.1%,37.2%,61.1%,44.7%
8,Daniil Medvedev [RUS],2,6,25.0%,1,0,1,0.0%,2015,2026,8,0.78,3.0%,1.5%,62.7%,66.3%,44.8%,58.3%,32.5%,46.7%,48.3%
8,Lorenzo Musetti [ITA],4,4,50.0%,3,1,2,33.3%,2020,2025,8,0.98,4.2%,2.6%,57.4%,69.9%,50.7%,61.7%,37.6%,57.4%,41.7%
8,Taylor Fritz [USA],1,7,12.5%,4,0,4,0.0%,2016,2024,8,0.86,9.2%,4.1%,61.1%,73.4%,44.2%,62.1%,32.6%,57.1%,36.2%
7,Yoshihito Nishioka [JPN],4,3,57.1%,4,3,1,75.0%,2016,2025,7,1.04,12.8%,2.3%,61.6%,71.3%,50.5%,63.3%,38.3%,45.5%,36.4%
7,Denis Shapovalov [CAN],2,5,28.6%,3,2,1,66.7%,2018,2024,7,0.91,3.6%,2.6%,64.7%,62.9%,65.4%,63.8%,32.9%,67.8%,20.7%
7,Stefanos Tsitsipas [GRE],3,4,42.9%,1,1,0,100.0%,2017,2024,5,0.89,5.7%,1.7%,62.4%,68.7%,58.8%,64.9%,31.2%,60.7%,39.1%
7,Mackenzie Mcdonald [USA],3,4,42.9%,3,2,1,66.7%,2016,2023,7,1.02,7.7%,3.0%,61.4%,70.1%,52.4%,63.3%,37.5%,55.0%,35.8%
6,Jannik Sinner [ITA],1,5,16.7%,1,0,1,0.0%,2019,2026,6,0.73,8.1%,1.1%,64.5%,66.7%,52.2%,61.5%,28.1%,56.8%,20.8%
6,Alex De Minaur [AUS],1,5,16.7%,2,2,0,100.0%,2017,2026,6,0.85,10.8%,3.5%,59.6%,67.5%,45.7%,58.7%,35.0%,50.9%,37.8%
6,Miomir Kecmanovic [SRB],5,1,83.3%,4,4,0,100.0%,2018,2025,6,1.21,9.4%,2.8%,62.4%,73.7%,54.1%,66.3%,40.8%,65.4%,29.3%
6,Hubert Hurkacz [POL],3,3,50.0%,2,0,2,0.0%,2018,2024,6,0.94,10.5%,2.9%,60.6%,69.7%,55.2%,64.0%,33.9%,70.7%,35.1%
