Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,336,181,155,53.9%,460-405,53.2%,4412-4310,50.6%,101-85,54.3%,327,81.9%,19.7%,9.3%,3.0%,60.2%,73.5%,52.1%,65.0%,35.5%,50.2%,1.01
Clay,91,45,46,49.5%,125-121,50.8%,1234-1265,49.4%,33-24,57.9%,91,78.2%,20.4%,7.1%,2.3%,59.7%,69.8%,53.1%,63.1%,36.8%,49.8%,1.00
Grass,44,24,20,54.5%,75-57,56.8%,696-672,50.9%,19-13,59.4%,44,85.0%,16.8%,9.7%,3.3%,60.8%,75.5%,52.7%,66.5%,34.2%,50.3%,1.02
Grand Slams,97,58,39,59.8%,210-153,57.9%,1857-1749,51.5%,38-27,58.5%,97,82.2%,20.6%,9.5%,3.0%,59.0%,73.9%,52.4%,65.1%,36.2%,50.7%,1.04
Masters,121,62,59,51.2%,149-142,51.2%,1490-1489,50.0%,38-34,52.8%,121,81.2%,18.8%,8.5%,2.9%,59.8%,72.6%,53.1%,64.8%,35.3%,49.9%,1.00
Other Tours,238,126,112,52.9%,293-267,52.3%,2880-2851,50.3%,73-57,56.2%,232,81.2%,19.6%,8.6%,2.9%,60.7%,72.6%,51.9%,64.5%,35.7%,50.1%,1.00
Best of 5,99,58,41,58.6%,212-159,57.1%,1886-1798,51.2%,40-28,58.8%,99,81.7%,20.4%,9.5%,3.0%,59.1%,73.6%,52.3%,64.9%,36.1%,50.5%,1.03
Best of 3,372,192,180,51.6%,448-424,51.4%,4456-4449,50.0%,113-94,54.6%,363,81.4%,19.1%,8.6%,2.9%,60.6%,72.7%,52.4%,64.7%,35.4%,50.0%,1.00
Finals,12,4,8,33.3%,8-17,32.0%,122-143,46.0%,4-4,50.0%,12,79.7%,12.4%,8.9%,3.6%,59.4%,73.4%,50.7%,64.2%,30.9%,48.0%,0.86
Semi-finals,21,12,9,57.1%,30-23,56.6%,268-262,50.6%,8-2,80.0%,21,77.8%,21.6%,7.8%,2.4%,57.3%,72.8%,50.5%,63.3%,35.4%,49.6%,0.96
Quarter-finals,48,19,29,39.6%,52-67,43.7%,559-625,47.2%,12-10,54.5%,48,78.4%,16.4%,9.4%,2.9%,60.7%,71.0%,50.9%,63.1%,33.6%,48.6%,0.91
vs Righties,401,210,191,52.4%,553-505,52.3%,5376-5362,50.1%,137-106,56.4%,392,81.2%,19.1%,8.8%,3.0%,59.9%,73.1%,51.9%,64.6%,35.5%,50.0%,1.00
vs Lefties,70,40,30,57.1%,107-78,57.8%,966-885,52.2%,16-16,50.0%,70,83.2%,21.7%,9.4%,2.6%,61.6%,72.0%,54.8%,65.4%,36.1%,50.8%,1.04
vs Top 10,56,13,43,23.2%,45-107,29.6%,653-841,43.7%,8-14,36.4%,51,74.9%,14.3%,7.8%,3.1%,59.2%,69.0%,49.6%,61.1%,32.1%,47.0%,0.83
