Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami QF,L vs Sinner,3.9,4.7,3.0,37.5%,27.3%,33.3%,55.6%,43.2%,19.0%,-2.0,-3.8,-5.5,-8.1
2026 Miami R32,W vs Mensik,3.9,4.4,3.4,50.0%,37.5%,51.9%,66.7%,59.3%,19.9%,11.5,6.2,6.0,5.6
2026 Acapulco F,L vs Cobolli,4.5,5.2,3.7,53.8%,32.4%,40.7%,50.0%,50.5%,7.1%,-4.5,-3.3,6.0,4.6
2026 Australian Open R32,L vs De Minaur,5.4,6.2,4.6,47.8%,40.4%,52.0%,35.3%,46.2%,13.7%,-5.5,-2.7,1.0,0.5
2026 Brisbane R16,L vs Medvedev,4.0,5.3,2.9,40.4%,46.2%,50.0%,25.0%,43.1%,18.3%,0.5,0.9,-4.0,-6.0
2025 Roland Garros QF,L vs Musetti,4.2,4.4,4.1,46.2%,40.7%,48.3%,36.8%,52.2%,12.4%,5.0,2.9,-7.5,-4.9
2025 Roland Garros R16,W vs Altmaier,4.0,4.2,3.7,49.6%,61.0%,76.0%,57.1%,50.5%,7.5%,2.5,1.8,-10.0,-7.4
2025 Roland Garros R32,W vs Korda,3.2,3.4,2.9,51.4%,66.7%,60.0%,44.4%,52.9%,20.3%,14.5,11.2,2.0,2.0
2025 Houston F,L vs Brooksby,5.4,5.6,5.2,34.6%,41.7%,52.6%,44.4%,38.9%,22.5%,-2.0,-2.3,-1.5,-1.2
2025 Indian Wells R32,L vs Watanuki,3.7,4.0,3.3,42.9%,50.0%,41.2%,40.0%,46.5%,14.9%,3.0,3.4,3.5,3.7
2025 Brisbane R16,L vs Mpetshi Perricard,3.2,4.1,2.3,49.0%,42.9%,66.7%,37.5%,50.6%,8.4%,18.0,25.4,-1.5,-2.0
2024 Tokyo R32,L vs Nakashima,3.7,4.4,3.1,41.9%,57.1%,61.5%,30.0%,50.0%,18.9%,10.0,13.2,2.5,3.4
2024 US Open SF,L vs Fritz,4.0,3.9,4.1,41.3%,62.0%,53.3%,40.9%,55.3%,12.0%,22.5,10.1,0.5,0.3
2024 US Open QF,W vs Dimitrov,4.3,4.6,4.1,56.8%,56.5%,52.8%,43.5%,46.0%,9.5%,21.5,11.4,1.0,0.5
2024 US Open R32,W vs Shelton,3.9,4.1,3.8,47.3%,58.6%,51.5%,74.1%,56.3%,8.5%,24.0,9.5,6.5,3.4
2024 Cincinnati F,L vs Sinner,4.0,4.5,3.4,41.7%,42.9%,60.0%,20.0%,50.7%,13.9%,3.0,3.1,-5.5,-5.9
2024 Cincinnati SF,W vs Rune,3.7,3.7,3.7,58.3%,35.1%,50.0%,70.6%,42.3%,14.0%,10.0,9.5,3.5,2.8
2024 Cincinnati QF,W vs Hurkacz,3.2,3.4,3.0,62.9%,36.4%,33.3%,100.0%,42.6%,8.6%,4.0,16.0,5.5,17.7
2024 Cincinnati R32,W vs Musetti,3.8,3.5,4.0,53.3%,78.3%,66.7%,50.0%,51.9%,15.8%,0.0,0.0,8.0,12.5
2024 Wimbledon R32,L vs Alcaraz,3.1,3.4,2.8,48.6%,54.7%,36.7%,50.0%,48.4%,15.8%,9.0,6.3,10.0,6.8
Career (87 matches),,3.9,4.0,3.7,48.2%,48.8%,50.9%,47.0%,47.7%,17.5%,5.1,4.4,2.0,1.7
