Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),18,2070,25,1883,23,1844,25,1807,23,1743,,,,
2025,30,1500,40,1818,40,1774,31,1774,35,1710,,,,
2024,18,2585,33,1848,29,1804,38,1756,20,1756,,,,
2023,16,2310,26,1864,23,1810,22,1806,19,1766,,,,
2022,19,2000,20,1917,20,1876,26,1807,23,1760,,,,
2021,38,1492,24,1893,21,1855,37,1773,20,1755,,,,
2020,59,1030,41,1794,41,1754,36,1747,,,552,70,,
2019,47,1050,68,1753,67,1720,60,1702,88,1616,442,90,,
2018,39,1080,58,1764,63,1708,57,1700,58,1650,186,340,115,1546
2017,79,662,71,1751,76,1687,58,1732,105,1560,367,150,,
2016,108,550,131,1633,125,1593,123,1590,145,1505,684,70,,
2015,176,286,178,1563,170,1520,177,1503,,,,,,
2014,1145,7,,,,,,,,,536,100,,
