Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Australian Open R128,L vs Rybakina,16,15,1.1,14.3%,13.4%,14,13,1.1,13.6%,12.6%,8.7%,3.9%,1.0,19.6%,19.6%
2023 US Open R32,L vs Swiatek,2,12,0.2,3.1%,18.5%,2,10,0.2,3.2%,16.1%,1.6%,1.6%,4.2,32.3%,7.7%
2023 US Open R64,W vs Davis,20,36,0.6,10.4%,18.8%,16,32,0.5,8.9%,17.8%,7.2%,1.7%,0.6,12.5%,21.4%
2023 US Open R128,W vs Cocciaretto,17,20,0.9,13.6%,16.0%,16,19,0.8,13.4%,16.0%,8.4%,4.2%,0.6,14.4%,23.2%
2023 Wimbledon R64,L vs Potapova,18,27,0.7,11.5%,17.3%,18,22,0.8,12.4%,15.2%,9.7%,0.7%,1.2,22.4%,18.6%
2023 Wimbledon R128,W vs Gasparyan,13,10,1.3,13.0%,10.0%,10,8,1.3,11.1%,8.9%,7.8%,2.2%,0.3,7.0%,23.0%
2023 Australian Open R64,L vs Rybakina,10,14,0.7,11.4%,15.9%,8,14,0.6,10.0%,17.5%,3.8%,5.0%,1.3,27.3%,21.6%
2023 Australian Open R128,W vs Janicijevic,16,17,0.9,14.7%,15.6%,16,17,0.9,15.2%,16.2%,11.4%,3.8%,0.3,8.3%,25.7%
2022 US Open R128,L vs Bucsa,24,34,0.7,19.4%,27.4%,23,32,0.7,19.2%,26.7%,13.3%,2.5%,1.1,17.7%,16.1%
2022 Granby R32,L vs Brace,20,32,0.6,14.6%,23.4%,18,29,0.6,14.1%,22.7%,10.2%,3.9%,0.6,12.4%,20.4%
2022 Wimbledon R32,L vs Watson,27,21,1.3,19.6%,15.2%,26,16,1.6,20.3%,12.5%,18.0%,2.3%,1.6,22.5%,13.8%
2022 Wimbledon R64,W vs Galfi,23,15,1.5,16.8%,10.9%,21,14,1.5,16.2%,10.8%,10.0%,6.2%,0.8,16.8%,21.9%
2022 Wimbledon R128,W vs Haddad Maia,19,25,0.8,11.1%,14.6%,16,21,0.8,10.3%,13.5%,9.0%,1.3%,0.6,12.9%,19.9%
2022 Roland Garros R64,L vs Badosa,34,43,0.8,17.5%,22.2%,33,42,0.8,17.8%,22.7%,11.4%,6.5%,1.3,18.0%,14.4%
2022 Roland Garros R128,W vs Selekhmeteva,19,39,0.5,10.7%,21.9%,18,36,0.5,10.7%,21.4%,7.1%,3.6%,0.4,10.1%,25.8%
2022 Strasbourg F,L vs Kerber,69,36,1.9,23.3%,12.2%,66,33,2.0,23.3%,11.7%,12.7%,10.6%,1.5,19.9%,13.2%
2022 Strasbourg R32,W vs Glushko,15,25,0.6,12.9%,21.6%,15,25,0.6,13.2%,21.9%,9.6%,3.5%,0.5,13.8%,26.7%
2022 Indian Wells R64,L vs Sorribes Tormo,40,53,0.8,21.6%,28.6%,36,52,0.7,20.0%,28.9%,16.7%,3.3%,0.7,7.0%,10.8%
2022 Adelaide 1 R16,W vs Sabalenka,20,5,4.0,15.9%,4.0%,16,5,3.2,16.2%,5.1%,11.1%,5.1%,0.8,19.8%,26.2%
2021 Cluj-Napoca 2 R32,L vs Cristian,27,58,0.5,11.1%,23.9%,20,52,0.4,8.9%,23.2%,7.6%,0.9%,0.4,9.5%,22.6%
Career (41 matches),,857,1068,0.8,14.7%,18.4%,780,996,0.8,14.4%,18.4%,7.8%,3.2%,0.8,15.2%,18.7%
