Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R32,L vs Swiatek,87.0,94.5,6.9,97.5,94.6,106,77,75.0,7.7,,78.3,84,61
2023 US Open R64,W vs Davis,89.0,95.8,8.6,101.6,93.5,110,72,76.2,5.6,78.9,71.5,87,65
2023 US Open R128,W vs Cocciaretto,89.9,96.9,7.6,99.3,92.8,111,73,78.5,5.2,88.5,76.7,93,71
2022 US Open R128,L vs Bucsa,87.2,93.9,11.6,102.2,89.9,110,70,75.0,5.3,68.0,73.7,85,68
2022 Wimbledon R32,L vs Watson,85.6,95.2,9.9,101.9,93.0,110,65,74.3,6.3,74.7,75.3,88,62
2022 Wimbledon R128,W vs Haddad Maia,92.5,99.7,5.9,101.3,96.9,110,86,80.6,5.7,80.5,80.8,92,72
2021 US Open R64,L vs Collins,90.2,97.5,8.1,100.5,93.1,109,71,70.9,5.7,,72.5,80,64
2021 US Open R128,W vs Watson,90.5,97.7,9.4,99.8,92.7,109,63,70.1,3.5,69.0,72.0,76,63
2021 Wimbledon R32,L vs Gauff,94.8,102.3,5.2,106.9,99.3,111,91,81.1,3.8,,79.0,89,75
2021 Wimbledon R128,W vs Bencic,91.8,99.7,6.3,104.2,96.0,110,83,79.3,4.4,80.0,76.0,87,67
2019 Wimbledon R64,L vs Williams,95.8,102.1,6.4,106.3,99.7,112,77,83.0,3.5,84.5,81.5,89,74
2019 Roland Garros R128,L vs Cirstea,89.0,94.6,9.6,,,105,65,74.2,4.8,,,88,67
Career (12 matches),,90.4,97.5,8.0,102.4,94.5,112,63,77.1,5.1,79.5,75.9,93,61
