Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Australian Open R128,L vs Rybakina,54% (7/13),0% (0/1),0/0,0/0,0% (0/2),0/2,0/1,- (0/0),- (0/0)
2023 US Open R32,L vs Swiatek,100% (1/1),- (0/0),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2023 US Open R64,W vs Davis,57% (13/23),50% (5/10),2/3,1/1,33% (1/3),0/1,0/0,40% (2/5),20% (1/5)
2023 US Open R128,W vs Cocciaretto,67% (8/12),63% (5/8),2/2,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2023 Wimbledon R64,L vs Potapova,35% (6/17),33% (2/6),0/1,0/0,64% (7/11),0/2,0/1,- (0/0),- (0/0)
2023 Australian Open R64,L vs Rybakina,100% (3/3),- (0/0),0/0,0/0,50% (4/8),1/3,1/2,- (0/0),- (0/0)
2023 Australian Open R128,W vs Janicijevic,73% (8/11),63% (5/8),2/2,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2022 US Open R128,L vs Bucsa,70% (7/10),20% (1/5),0/0,0/0,63% (5/8),3/5,0/1,- (0/0),- (0/0)
2022 Granby R32,L vs Brace,67% (6/9),33% (2/6),0/0,0/0,50% (4/8),4/6,4/5,- (0/0),- (0/0)
2022 Wimbledon R32,L vs Watson,67% (6/9),25% (2/8),0/0,0/0,33% (2/6),3/5,0/1,29% (2/7),57% (4/7)
2022 Wimbledon R64,W vs Galfi,64% (9/14),33% (4/12),2/3,1/1,0% (0/2),3/3,0/0,- (0/0),- (0/0)
2022 Wimbledon R128,W vs Haddad Maia,72% (13/18),43% (3/7),2/4,1/2,0% (0/1),2/3,0/0,- (0/0),- (0/0)
2022 Roland Garros R64,L vs Badosa,41% (9/22),50% (4/8),1/5,0/0,33% (3/9),1/3,0/1,- (0/0),- (0/0)
2022 Roland Garros R128,W vs Selekhmeteva,58% (7/12),50% (6/12),2/2,1/1,62% (8/13),3/3,0/0,83% (5/6),40% (2/5)
2022 Strasbourg F,L vs Kerber,50% (12/24),32% (6/19),1/2,0/0,60% (9/15),1/3,1/2,50% (8/16),60% (9/15)
2022 Strasbourg R32,W vs Glushko,100% (6/6),75% (6/8),2/2,1/1,75% (6/8),0/0,0/0,- (0/0),- (0/0)
2022 Indian Wells R64,L vs Sorribes Tormo,79% (11/14),50% (3/6),1/1,0/0,69% (9/13),4/6,0/1,- (0/0),- (0/0)
2022 Adelaide 1 R16,W vs Sabalenka,67% (6/9),75% (6/8),2/2,1/1,40% (2/5),1/1,0/0,57% (4/7),57% (4/7)
2021 Cluj-Napoca 2 R32,L vs Cristian,63% (15/24),60% (3/5),1/3,0/2,80% (8/10),3/5,1/2,57% (8/14),21% (3/14)
2021 US Open R64,L vs Collins,56% (5/9),100% (1/1),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2026 (1 matches),,53.8%,0.0%,-,-,0.0%,0.0%,0.0%,-,-
2023 (6 matches),,58.2%,53.1%,75.0%,100.0%,53.8%,12.5%,25.0%,40.0%,20.0%
2022 (11 matches),,62.6%,43.4%,61.9%,83.3%,54.5%,65.8%,45.5%,52.8%,55.9%
2021 (11 matches),,60.6%,43.1%,54.5%,41.7%,59.1%,53.6%,60.0%,66.7%,31.6%
2020 (5 matches),,34.9%,42.5%,66.7%,100.0%,54.0%,45.5%,0.0%,58.3%,54.5%
Career (86 matches),,58.1%,47.5%,57.8%,66.7%,54.1%,47.7%,37.5%,51.8%,45.9%
