Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Australian Open R128,L vs Rybakina,3.1,3.4,2.8,43.2%,40.0%,50.0%,33.3%,47.2%,9.0%,-3.0,-6.1,1.0,1.7
2023 US Open R32,L vs Swiatek,4.1,3.6,4.5,32.1%,21.4%,12.5%,0.0%,43.7%,10.3%,-5.5,-13.8,-8.5,-17.3
2023 US Open Q2,L vs Kaji,5.3,5.3,5.3,52.4%,52.2%,58.6%,62.1%,68.2%,8.6%,-1.5,-0.5,-1.0,-0.8
2023 Australian Open R64,L vs Rybakina,4.6,6.1,3.0,32.0%,47.1%,45.5%,30.0%,61.3%,11.3%,-4.0,-4.5,-3.5,-6.9
2023 Australian Open R128,W vs Janicijevic,3.8,3.8,3.9,55.0%,66.7%,69.2%,66.7%,59.9%,15.9%,14.0,15.2,0.5,0.9
2022 US Open R128,L vs Bucsa,4.7,4.3,5.0,43.3%,37.0%,64.7%,38.5%,53.6%,14.5%,0.5,0.5,-7.5,-8.8
2022 Granby R32,L vs Brace,4.3,4.0,4.6,50.0%,48.7%,33.3%,40.0%,58.7%,7.6%,1.5,1.2,-3.0,-3.3
2022 Wimbledon R128,W vs Haddad Maia,3.3,2.8,3.8,50.9%,58.5%,35.3%,40.0%,56.7%,16.5%,2.0,2.0,-0.5,-0.6
2022 Roland Garros R64,L vs Badosa,4.9,4.9,4.8,44.1%,42.9%,56.0%,51.9%,51.0%,9.7%,1.5,1.0,-0.5,-0.3
2022 Roland Garros R128,W vs Selekhmeteva,4.0,3.3,4.5,57.3%,51.8%,42.9%,16.7%,47.9%,11.4%,1.5,1.3,5.0,4.0
2022 Strasbourg F,L vs Kerber,4.8,5.2,4.5,53.4%,51.8%,42.3%,53.3%,45.5%,15.1%,20.0,10.3,13.0,5.3
2022 Strasbourg R32,W vs Glushko,4.1,4.3,4.0,54.8%,64.7%,45.5%,55.6%,63.7%,9.5%,5.5,5.2,0.5,0.8
2022 Indian Wells R64,L vs Sorribes Tormo,5.7,6.1,5.3,43.2%,47.4%,54.5%,54.5%,58.9%,9.4%,14.5,6.0,-4.5,-2.8
2022 Adelaide R16,W vs Sabalenka,3.3,4.0,2.5,67.9%,50.0%,33.3%,60.0%,61.8%,13.8%,16.5,25.0,6.5,13.8
2021 Cluj Napoca R32,L vs Cristian,4.2,4.1,4.3,54.5%,41.9%,37.5%,44.0%,43.8%,5.8%,-1.5,-0.9,-12.0,-5.5
2021 Wimbledon R32,L vs Gauff,3.5,3.7,3.2,41.9%,40.6%,45.5%,33.3%,61.0%,30.2%,1.5,2.5,-2.0,-5.6
2021 Wimbledon R128,W vs Bencic,3.5,3.1,3.8,53.2%,51.5%,54.5%,83.3%,46.2%,28.3%,10.0,18.2,4.5,7.5
2021 Roland Garros R128,L vs Swiatek,4.8,5.4,4.2,48.1%,47.6%,25.0%,25.0%,43.9%,13.3%,-1.5,-1.8,-5.5,-4.7
2021 Monterrey R32,W vs Osorio,4.0,3.8,4.3,55.1%,52.9%,53.8%,58.3%,59.5%,17.0%,7.0,6.0,-1.5,-2.1
2021 Australian Open R32,L vs Brady,4.9,4.5,5.1,42.6%,34.5%,56.3%,40.0%,54.5%,13.9%,-2.0,-1.7,-3.5,-3.6
Last 52 Weeks (1 matches),,3.1,3.4,2.8,43.2%,40.0%,50.0%,33.3%,47.2%,9.0%,-3.0,-6.1,1.0,1.7
Career (30 matches),,4.3,4.3,4.3,49.9%,47.3%,47.0%,48.7%,53.7%,12.9%,2.8,2.3,-1.2,-1.2
