Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),104,762,102,1716,116,1647,65,1705,49,1674,618,103,,
2025,102,770,78,1752,96,1681,59,1723,42,1692,897,50
2024,596,70,,,,,,,,,,
2023,106,705,73,1733,72,1691,72,1661,37,1680,,
2022,89,691,66,1764,84,1686,47,1730,43,1671,,
2021,100,788,130,1648,116,1620,140,1552,70,1624,,
2020,104,733,101,1661,121,1569,79,1626,,,577,91
2019,128,490,138,1637,199,1488,111,1602,70,1632,,
2018,178,322,,,,,,,,,,
2017,550,48,,,,,,,,,1300,3
2016,715,24,,,,,,,,,1074,12
