Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,3-2,60.0%,25-25,50.0%,0-0,-,2,72.0%,28.0%,1.9%,3.2%,62.4%,63.3%,52.5%,59.2%,42.9%,50.8%,1.05,R16 (Austin 125 1)
2025,35,27,8,77.1%,53-24,68.8%,402-290,58.1%,2-4,33.3%,35,68.6%,46.2%,2.6%,4.2%,60.7%,65.1%,47.2%,58.1%,47.9%,52.9%,1.14,W (3x)
2023,15,9,6,60.0%,19-16,54.3%,178-167,51.6%,2-3,40.0%,12,60.4%,43.3%,2.4%,4.2%,61.2%,59.5%,45.4%,54.0%,46.3%,50.2%,1.01,SF (San Luis Potosi 125)
2021,3,0,3,0.0%,1-6,14.3%,25-40,38.5%,0-1,0.0%,2,55.6%,20.0%,2.4%,2.4%,58.9%,53.4%,51.0%,52.4%,37.0%,43.9%,0.78,R32 (3x)
2020,1,0,1,0.0%,1-2,33.3%,10-18,35.7%,1-0,100.0%,0,,,,,,,,,,,,R32 (W100+H Dubai)
2019,29,21,8,72.4%,46-17,73.0%,341-212,61.7%,1-3,25.0%,6,78.3%,52.6%,1.9%,2.5%,58.7%,67.9%,55.7%,62.9%,50.8%,56.9%,1.37,W (W25 Santa Margherita Di Pula)
2018,40,31,9,77.5%,64-24,72.7%,461-299,60.7%,1-2,33.3%,0,,,,,,,,,,,,W (3x)
2017,29,19,10,65.5%,41-26,61.2%,328-253,56.5%,1-1,50.0%,0,,,,,,,,,,,,W (Maribor $15K)
2016,16,13,3,81.3%,27-6,81.8%,185-119,60.9%,2-0,100.0%,0,,,,,,,,,,,,W (Bol $10K)
2015,2,1,1,50.0%,2-3,40.0%,21-28,42.9%,1-0,100.0%,0,,,,,,,,,,,,R16 (Velenje $10K)
Career,172,122,50,70.9%,257-126,67.1%,1976-1451,57.7%,11-14,44.0%,57,67.3%,44.4%,2.4%,3.9%,60.7%,63.4%,47.9%,57.3%,47.1%,52.2%,1.10,
