Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,15,8,7,53.3%,3,1,2,33.3%,2019,2026,R32,15,0.96,2.8%,3.1%,59.5%,65.1%,45.6%,57.2%,41.3%,56.4%,46.2%
Roland Garros,6,Clay,14,7,7,50.0%,3,1,2,33.3%,2019,2025,R64,14,1.10,2.6%,2.8%,67.6%,63.3%,48.5%,58.5%,45.6%,54.5%,46.8%
Wimbledon,5,Grass,20,15,5,75.0%,4,2,2,50.0%,2019,2025,R32,20,1.13,5.3%,3.7%,62.4%,68.2%,51.0%,61.7%,43.4%,52.2%,48.5%
US Open,5,Hard,12,7,5,58.3%,4,3,1,75.0%,2020,2025,R32,12,0.99,3.0%,3.3%,62.0%,60.7%,49.2%,56.3%,43.1%,52.6%,48.9%
Fed Cup,4,,9,4,5,44.4%,2,1,1,50.0%,2017,2020,,9,1.01,1.4%,3.5%,65.8%,59.3%,43.7%,54.0%,46.6%,55.3%,56.3%
Miami,3,Hard,4,1,3,25.0%,0,0,0,-,2022,2026,Q2,3,0.96,3.3%,3.8%,62.0%,56.1%,50.0%,53.8%,44.3%,45.0%,39.3%
Austin,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2025,2026,R16,5,1.00,2.7%,7.1%,56.9%,69.1%,43.3%,58.0%,42.0%,64.6%,42.1%
Hobart,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2023,2026,Q2,3,0.98,4.3%,3.7%,59.5%,59.8%,50.0%,55.8%,43.2%,50.0%,33.3%
Ljubljana 125,2,Clay,7,6,1,85.7%,0,0,0,-,2023,2025,W,7,1.32,1.4%,4.3%,65.4%,66.5%,49.2%,60.5%,52.1%,58.8%,63.0%
Cincinnati,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2025,Q1,2,0.86,2.9%,4.9%,57.4%,63.2%,48.3%,56.9%,37.0%,50.0%,26.3%
Hamburg,2,Clay,7,5,2,71.4%,2,1,1,50.0%,2023,2025,SF,7,1.12,1.4%,4.1%,65.1%,60.8%,53.9%,58.4%,46.7%,48.9%,51.6%
