Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,71,32,39,45.1%,73-82,47.1%,704-759,48.1%,11-10,52.4%,69,64.4%,31.7%,3.2%,3.4%,60.6%,62.3%,47.2%,56.4%,42.0%,49.2%,0.96
Clay,37,21,16,56.8%,53-38,58.2%,464-408,53.2%,5-5,50.0%,33,63.7%,42.3%,2.0%,3.0%,62.3%,59.3%,48.8%,55.4%,47.0%,51.1%,1.05
Grass,14,6,8,42.9%,15-17,46.9%,162-155,51.1%,0-5,0.0%,14,70.4%,32.7%,3.7%,3.9%,60.7%,65.5%,48.5%,58.8%,41.0%,49.8%,1.00
Grand Slams,35,16,19,45.7%,34-43,44.2%,347-383,47.5%,3-6,33.3%,35,65.9%,30.1%,3.0%,3.5%,61.6%,63.4%,45.6%,56.6%,41.0%,48.8%,0.94
Premiers,13,6,7,46.2%,17-16,51.5%,159-155,50.6%,1-2,33.3%,13,65.0%,36.4%,3.7%,2.4%,57.9%,62.7%,50.4%,57.5%,44.8%,50.9%,1.05
Internationals,52,24,28,46.2%,60-59,50.4%,580-582,49.9%,10-10,50.0%,50,65.5%,33.7%,2.7%,3.4%,61.1%,60.9%,48.9%,56.2%,43.3%,49.7%,0.99
Finals,1,0,1,0.0%,1-2,33.3%,19-20,48.7%,1-2,33.3%,1,66.7%,33.3%,2.1%,2.1%,61.1%,62.5%,46.4%,56.3%,45.8%,50.8%,1.05
Semi-finals,4,1,3,25.0%,3-6,33.3%,40-49,44.9%,0-1,0.0%,4,65.1%,26.7%,0.8%,4.2%,58.7%,62.5%,50.5%,57.5%,40.8%,48.4%,0.96
Quarter-finals,5,3,2,60.0%,8-5,61.5%,70-66,51.5%,2-2,50.0%,4,76.4%,25.0%,3.4%,3.4%,60.8%,63.1%,55.9%,60.3%,40.7%,50.3%,1.03
vs Righties,102,46,56,45.1%,112-119,48.5%,1080-1106,49.4%,14-14,50.0%,96,63.2%,34.8%,2.9%,3.4%,61.1%,61.3%,47.0%,55.8%,43.3%,49.6%,0.98
vs Lefties,11,8,3,72.7%,17-10,63.0%,149-128,53.8%,2-5,28.6%,11,74.3%,35.8%,3.6%,3.1%,61.9%,63.4%,52.4%,59.2%,44.7%,51.7%,1.10
vs Top 10,8,2,6,25.0%,6-12,33.3%,71-93,43.3%,1-0,100.0%,8,65.0%,21.7%,4.0%,2.3%,61.6%,63.4%,45.8%,56.6%,36.6%,47.0%,0.84
