Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Australian Open R128,L vs Rybakina,0.80,0.51,42.3,2.0,0.0%,60.0%,7.7%,61.5%,20.7%,29.6%
2023 US Open R32,L vs Swiatek,0.85,0.19,26.7,2.1,0.0%,17.6%,0.0%,46.7%,10.5%,21.4%
2023 US Open R64,W vs Davis,1.11,1.26,61.0,4.9,8.0%,72.0%,0.0%,59.1%,33.3%,44.7%
2023 US Open R128,W vs Cocciaretto,1.04,1.43,54.3,2.9,3.0%,63.6%,0.0%,67.7%,37.5%,58.6%
2023 Wimbledon R64,L vs Potapova,1.06,0.75,65.7,2.3,0.0%,53.3%,0.0%,52.4%,33.3%,33.3%
2023 Australian Open R64,L vs Rybakina,0.94,0.45,38.7,2.1,4.2%,41.7%,4.8%,52.4%,18.2%,33.3%
2023 Australian Open R128,W vs Janicijevic,0.94,1.72,49.6,2.4,0.0%,77.8%,0.0%,68.0%,46.7%,51.9%
2022 US Open R128,L vs Bucsa,0.93,0.71,50.0,2.0,0.0%,56.3%,3.6%,57.1%,33.3%,32.3%
2022 Granby R32,L vs Brace,0.85,0.74,54.8,2.8,2.9%,42.9%,3.2%,67.7%,34.2%,45.5%
2022 Wimbledon R32,L vs Watson,0.92,0.74,50.8,2.7,0.0%,60.6%,3.0%,45.5%,43.6%,30.3%
2022 Wimbledon R64,W vs Galfi,0.99,1.58,51.3,3.9,0.0%,72.4%,7.4%,70.4%,42.9%,48.7%
2022 Wimbledon R128,W vs Haddad Maia,1.19,1.35,57.9,2.1,4.9%,65.9%,2.6%,71.1%,35.4%,36.4%
2022 Roland Garros R64,L vs Badosa,0.98,0.82,56.3,3.5,0.0%,56.6%,1.9%,46.2%,41.3%,39.5%
2022 Roland Garros R128,W vs Selekhmeteva,1.14,1.23,59.6,3.6,2.2%,55.6%,0.0%,51.2%,60.4%,38.6%
2022 Strasbourg F,L vs Kerber,0.88,0.93,92.2,3.5,4.0%,62.7%,0.0%,50.0%,46.3%,45.2%
2022 Strasbourg R32,W vs Glushko,1.32,1.76,33.2,2.0,0.0%,43.3%,0.0%,75.0%,43.3%,67.9%
2022 Indian Wells R64,L vs Sorribes Tormo,0.90,0.80,60.7,4.4,6.1%,59.2%,2.2%,64.4%,29.2%,39.5%
2022 Adelaide 1 R16,W vs Sabalenka,0.85,1.33,61.7,3.0,12.9%,77.4%,0.0%,48.3%,61.8%,53.1%
2021 Cluj-Napoca 2 R32,L vs Cristian,0.93,0.82,89.3,17.9,6.0%,61.2%,4.7%,64.1%,30.5%,35.8%
2021 US Open R64,L vs Collins,1.04,0.49,48.1,2.3,6.7%,46.7%,3.7%,55.6%,17.4%,30.0%
2026 (1 matches),,0.80,0.51,42.3,2.0,0.0%,60.0%,7.7%,61.5%,20.7%,29.6%
2023 (6 matches),,1.02,0.91,53.5,2.6,3.1%,58.7%,0.6%,58.4%,32.1%,42.7%
2022 (11 matches),,0.99,1.02,60.7,2.8,3.1%,59.4%,1.9%,57.4%,43.0%,42.9%
2021 (11 matches),,1.01,0.96,58.9,2.7,4.6%,56.7%,2.9%,58.0%,38.4%,43.1%
2020 (5 matches),,1.00,0.93,53.8,2.3,3.7%,53.7%,2.3%,47.2%,46.9%,45.6%
Career (86 matches),,1.01,1.04,57.1,2.6,2.3%,56.1%,1.2%,56.7%,44.8%,45.3%
