Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Sabina Sharipova [UZB],2,4,33.3%,3,0,3,0.0%,2009,2021,0,,,,,,,,,,
5,Ekaterina Reyngold [RUS],4,1,80.0%,0,0,0,-,2021,2025,1,0.73,4.3%,10.9%,60.9%,64.3%,16.7%,45.7%,39.7%,0.0%,16.7%
5,Valeria Savinykh [RUS],4,1,80.0%,1,1,0,100.0%,2016,2024,0,,,,,,,,,,
5,Ekaterina Yashina [RUS],4,1,80.0%,0,0,0,-,2011,2023,0,,,,,,,,,,
5,Moyuka Uchijima [JPN],0,5,0.0%,1,0,1,0.0%,2021,2023,2,0.89,3.1%,10.0%,63.1%,61.4%,42.4%,54.4%,40.7%,62.1%,25.9%
5,Anastasia Frolova [RUS],4,1,80.0%,1,1,0,100.0%,2013,2019,0,,,,,,,,,,
5,Luksika Kumkhum [THA],0,5,0.0%,1,0,1,0.0%,2014,2016,0,,,,,,,,,,
5,Su Jeong Jang [KOR],4,1,80.0%,0,0,0,-,2014,2016,1,1.63,4.7%,6.3%,56.3%,83.3%,50.0%,68.8%,51.1%,100.0%,80.0%
4,Polina Leykina [RUS],4,0,100.0%,1,1,0,100.0%,2016,2024,1,0.95,1.2%,8.1%,60.5%,50.0%,41.2%,46.5%,50.6%,60.0%,58.3%
4,Mona Barthel [GER],3,1,75.0%,0,0,0,-,2010,2024,1,0.87,5.4%,8.6%,67.7%,65.1%,33.3%,54.8%,39.3%,53.8%,50.0%
4,Anastasia Tikhonova [RUS],0,4,0.0%,1,0,1,0.0%,2022,2023,1,0.76,3.7%,13.0%,51.9%,57.1%,42.3%,50.0%,38.1%,20.0%,25.0%
4,Anastasia Gasanova [RUS],2,2,50.0%,1,1,0,100.0%,2016,2023,1,0.92,1.7%,1.7%,71.7%,62.8%,52.9%,60.0%,36.8%,57.1%,0.0%
4,Lesia Tsurenko [UKR],1,3,25.0%,1,1,0,100.0%,2009,2023,3,0.81,0.5%,5.8%,57.1%,52.3%,46.3%,49.7%,40.6%,50.0%,50.0%
4,Valeriya Strakhova [UKR],4,0,100.0%,2,1,1,50.0%,2015,2021,0,,,,,,,,,,
4,Ksenia Palkina [KGZ],4,0,100.0%,0,0,0,-,2011,2018,0,,,,,,,,,,
