Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 Warsaw R32,L vs Swiatek,0.85,0.71,45.5,2.2,2.7%,48.6%,8.8%,55.9%,35.3%,45.2%
2019 Tashkent R32,L vs Niculescu,1.10,0.70,54.3,2.0,0.0%,44.1%,6.5%,45.2%,38.5%,32.0%
2019 W80 Nur Sultan R32,L vs Doroshina,0.91,0.54,39.3,2.0,-,48.1%,-,50.0%,26.9%,33.3%
2019 W25 Namangan R32,L vs Murray,0.98,0.59,45.7,2.5,2.9%,62.9%,9.1%,48.5%,22.2%,30.8%
2019 W25 Andijan QF,W vs Zakharova,0.87,1.03,91.5,11.9,-,46.9%,-,63.6%,50.8%,56.1%
2019 W25 Andijan R16,W vs Strakhova,1.05,1.36,53.4,2.5,5.0%,57.5%,7.5%,57.5%,63.3%,46.4%
2019 W25 Andijan R32,W vs Chong,1.07,1.50,49.5,2.3,6.3%,53.1%,10.0%,60.0%,56.0%,66.7%
2019 W60 Istanbul R16,L vs Buyukakcay,0.92,0.59,35.6,2.1,7.5%,52.5%,0.0%,38.5%,39.1%,30.0%
2019 W60 Istanbul R32,W vs Rybakina,1.23,1.38,52.5,2.2,0.0%,66.7%,0.0%,51.4%,44.8%,46.2%
2019 W25 Moscow R16,L vs Doroshina,1.02,1.33,60.8,2.4,22.2%,66.7%,15.2%,60.6%,52.8%,41.7%
2019 W25 Moscow R32,W vs Rosca,1.10,1.85,32.3,2.1,12.5%,75.0%,10.0%,55.0%,64.5%,50.0%
2018 Tashkent R32,L vs Barthel,0.96,0.84,66.3,4.0,4.2%,62.5%,6.7%,46.7%,30.4%,48.8%
2017 Tashkent R32,L vs Nara,1.12,0.29,37.6,2.3,4.3%,39.1%,4.3%,43.5%,17.6%,12.5%
2017 Saint Petersburg $100K R16,L vs Vekic,0.91,0.81,56.8,23.3,0.0%,54.8%,0.0%,50.0%,40.4%,44.9%
2017 Saint Petersburg $100K R32,W vs Leykina,0.99,1.15,74.9,2.5,0.0%,61.0%,0.0%,55.6%,49.1%,47.2%
2017 Batumi $25K F,W vs Kalinskaya,1.11,1.19,58.2,4.4,6.8%,56.8%,0.0%,48.8%,46.4%,54.7%
2017 Batumi $25K SF,W vs Hruncakova,1.11,1.42,55.5,2.5,2.8%,63.9%,9.1%,54.5%,63.0%,40.0%
2017 Batumi $25K QF,W vs Leykina,1.03,1.81,41.2,2.6,8.0%,68.0%,4.8%,66.7%,68.0%,45.8%
2017 Landisville PA $25K R32,L vs Tere Apisah,0.96,0.53,38.6,2.2,4.2%,66.7%,0.0%,30.4%,35.7%,20.0%
2017 Fergana $25K SF,L vs Rybakina,0.88,0.56,36.5,2.0,0.0%,60.7%,0.0%,26.9%,50.0%,20.0%
2023 (1 matches),,0.85,0.71,45.5,2.2,2.7%,48.6%,8.8%,55.9%,35.3%,45.2%
2019 (10 matches),,1.02,1.04,54.8,2.4,5.3%,56.7%,5.5%,53.2%,47.1%,44.9%
2018 (1 matches),,0.96,0.84,66.3,4.0,4.2%,62.5%,6.7%,46.7%,30.4%,48.8%
2017 (12 matches),,1.03,1.03,54.1,2.7,4.3%,60.3%,3.7%,52.2%,46.1%,41.1%
2016 (26 matches),,0.98,1.12,61.1,2.7,4.9%,62.0%,4.3%,59.4%,45.0%,44.1%
Career (80 matches),,1.01,1.09,57.5,2.6,4.5%,59.6%,4.3%,57.2%,44.1%,45.0%
