Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,9,2,7,22.2%,3,1,2,33.3%,2016,2024,Q2,7,0.92,7.3%,4.2%,57.4%,68.8%,50.6%,61.1%,35.7%,47.6%,36.4%
Roland Garros,6,Clay,7,1,6,14.3%,7,2,5,28.6%,2016,2022,Q2,4,0.79,4.5%,2.4%,63.2%,58.2%,57.5%,58.0%,33.2%,65.5%,12.5%
Wimbledon,6,Grass,10,4,6,40.0%,3,1,2,33.3%,2016,2023,Q3,8,0.93,9.1%,3.9%,53.9%,77.3%,51.0%,65.1%,32.4%,56.1%,38.2%
US Open,6,Hard,11,5,6,45.5%,7,2,5,28.6%,2016,2023,R128,10,0.95,6.7%,5.6%,53.3%,71.8%,52.1%,62.6%,35.4%,67.1%,44.3%
Rome Masters,4,Clay,4,0,4,0.0%,1,1,0,100.0%,2010,2021,R64,4,0.89,6.6%,6.2%,54.2%,69.6%,44.8%,58.2%,37.1%,43.8%,41.7%
Indian Wells Masters,3,Hard,5,2,3,40.0%,1,1,0,100.0%,2017,2024,R128,5,0.94,3.2%,6.6%,52.1%,70.3%,49.3%,60.3%,37.2%,51.7%,41.7%
Quito,2,Clay,8,6,2,75.0%,9,5,4,55.6%,2017,2018,QF,8,1.07,8.4%,8.2%,56.6%,78.8%,55.0%,68.5%,33.8%,72.0%,32.0%
Acapulco,2,Hard,6,4,2,66.7%,1,1,0,100.0%,2019,2021,R32,6,1.11,7.7%,4.4%,53.4%,71.5%,52.5%,62.6%,41.5%,54.8%,40.8%
Cordoba,2,Clay,4,1,3,25.0%,0,0,0,-,2019,2020,R32,4,0.91,7.8%,4.1%,59.0%,67.4%,53.0%,61.5%,34.9%,55.6%,43.8%
Miami Masters,2,Hard,4,1,3,25.0%,2,0,2,0.0%,2017,2021,R128,4,0.93,5.0%,3.1%,57.9%,68.7%,51.4%,61.4%,35.7%,50.0%,76.9%
