Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,0,8,0.0%,2-18,10.0%,79-121,39.5%,0-4,0.0%,8,64.3%,17.2%,5.9%,5.1%,52.9%,66.8%,44.2%,56.1%,34.6%,45.5%,0.79
Clay,10,3,7,30.0%,7-16,30.4%,110-130,45.8%,1-3,25.0%,10,77.8%,15.1%,6.9%,6.5%,57.1%,72.7%,51.9%,63.8%,34.0%,49.2%,0.94
Grand Slams,2,0,2,0.0%,1-6,14.3%,32-42,43.2%,0-2,0.0%,2,73.0%,16.7%,6.2%,5.4%,49.0%,68.5%,50.0%,59.1%,33.0%,47.3%,0.81
Masters,3,0,3,0.0%,0-6,0.0%,20-37,35.1%,0-1,0.0%,3,59.3%,13.8%,3.9%,7.1%,58.7%,64.8%,45.3%,56.8%,31.4%,43.5%,0.73
Other Tours,13,3,10,23.1%,8-22,26.7%,137-172,44.3%,1-4,20.0%,13,73.5%,16.3%,6.9%,5.8%,56.2%,71.3%,48.0%,61.1%,35.1%,48.2%,0.90
Best of 5,2,0,2,0.0%,1-6,14.3%,32-42,43.2%,0-2,0.0%,2,73.0%,16.7%,6.2%,5.4%,49.0%,68.5%,50.0%,59.1%,33.0%,47.3%,0.81
Best of 3,16,3,13,18.8%,8-28,22.2%,157-209,42.9%,1-5,16.7%,16,71.3%,15.9%,6.5%,6.0%,56.6%,70.4%,47.7%,60.5%,34.5%,47.5%,0.87
Quarter-finals,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,80.0%,0.0%,8.5%,6.8%,55.9%,81.8%,50.0%,67.8%,26.2%,46.7%,0.81
vs Righties,17,2,15,11.8%,7-33,17.5%,170-235,42.0%,0-6,0.0%,17,69.8%,15.9%,6.1%,5.6%,55.4%,69.4%,46.8%,59.3%,34.2%,47.0%,0.84
vs Lefties,1,1,0,100.0%,2-1,66.7%,19-16,54.3%,1-1,50.0%,1,93.8%,17.6%,10.1%,9.2%,52.3%,78.9%,63.5%,71.6%,35.7%,53.4%,1.26
vs Top 10,2,0,2,0.0%,0-5,0.0%,19-31,38.0%,0-1,0.0%,2,66.7%,12.0%,4.4%,6.0%,55.5%,62.4%,48.1%,56.0%,34.4%,45.9%,0.78
