Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2020 US Open R128,L vs Berankis,0.98,0.82,44.7,3.1,8.3%,61.1%,4.8%,60.3%,32.3%,33.3%
2019 Lyon  CH R16,W vs Andujar,1.05,1.52,48.2,2.1,-,60.0%,-,69.0%,52.9%,50.0%
2019 Prostejov CH QF,L vs Ruud,0.89,0.80,61.4,2.2,-,54.7%,-,62.0%,39.5%,36.1%
2019 Rome CH R16,L vs Lorenzi,0.92,0.66,48.4,2.0,3.2%,48.4%,0.0%,51.6%,37.1%,34.3%
2019 Rome CH R32,W vs Boluda Purkiss,1.12,1.44,51.1,2.3,17.6%,61.8%,0.0%,72.4%,38.9%,47.1%
2019 Francavilla Al Mare CH QF,L vs Travaglia,0.86,0.98,86.0,8.6,8.5%,72.9%,3.8%,64.2%,36.2%,34.9%
2019 Francavilla Al Mare CH R16,W vs Hernandez,1.24,1.24,50.8,3.3,6.1%,65.3%,4.3%,45.7%,37.5%,51.2%
2019 Francavilla Al Mare CH R32,W vs Caruso,0.90,1.55,39.4,2.1,0.0%,76.9%,0.0%,65.2%,56.1%,42.5%
2019 Francavilla Al Mare CH R64,W vs Couacaud,0.99,1.43,62.2,2.8,13.3%,71.1%,2.2%,73.3%,47.7%,32.3%
2019 Tunis CH R16,L vs Gimeno Traver,0.79,0.67,48.0,3.4,0.0%,58.6%,8.3%,62.5%,31.6%,35.3%
2019 Tunis CH R32,W vs Travaglia,1.12,1.39,59.8,2.4,21.1%,76.3%,20.0%,65.7%,34.1%,37.8%
2019 Tunis CH R64,W vs Bonzi,1.25,1.18,78.0,4.0,6.1%,57.1%,2.3%,65.9%,29.8%,44.2%
2019 Murcia CH R32,L vs Carballes Baena,0.98,0.54,37.1,2.0,0.0%,51.9%,4.2%,37.5%,21.7%,40.0%
2019 Murcia CH R64,W vs Kamke,1.19,2.22,39.7,2.0,3.8%,84.6%,8.7%,65.2%,34.5%,57.7%
2019 Villena CH R32,L vs Davidovich Fokina,0.88,0.65,47.6,2.4,3.6%,42.9%,0.0%,38.5%,38.7%,48.3%
2019 Villena CH R64,W vs Brancaccio,1.02,1.45,51.5,2.1,15.6%,71.9%,0.0%,61.3%,41.7%,52.9%
2019 Marbella CH R32,L vs Davidovich Fokina,0.98,0.90,75.9,2.5,2.0%,58.8%,6.1%,49.0%,44.7%,39.5%
2019 Marbella CH R64,W vs Robredo,1.09,1.49,45.8,2.1,10.8%,70.3%,6.1%,69.7%,43.6%,37.8%
2019 Santiago CH R16,L vs Andujar,1.06,0.70,53.1,2.1,5.0%,52.5%,8.3%,50.0%,32.1%,32.0%
2019 Santiago CH R32,W vs Villanueva,1.04,1.24,54.4,4.0,7.9%,65.8%,3.0%,60.6%,37.0%,51.1%
2020 (1 matches),,0.98,0.82,44.7,3.1,8.3%,61.1%,4.8%,60.3%,32.3%,33.3%
2019 (26 matches),,0.99,1.02,58.9,2.7,6.5%,63.7%,4.6%,58.6%,38.6%,40.6%
2018 (16 matches),,0.97,0.88,55.7,2.9,10.6%,62.5%,5.5%,59.5%,32.3%,38.6%
2017 (13 matches),,0.96,0.88,57.9,3.2,6.0%,60.3%,6.3%,62.0%,37.3%,33.6%
2016 (19 matches),,1.00,0.80,54.1,2.4,4.7%,54.5%,5.7%,59.5%,32.0%,37.1%
Career (101 matches),,0.98,0.88,57.1,2.8,6.6%,59.6%,4.9%,59.6%,35.4%,37.6%
