Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,618,53,352,1388,355,1332,296,1394,,,1298,19,,
2023,197,307,274,1470,281,1412,232,1458,206,1413,,,,
2022,425,104,347,1385,308,1370,318,1369,228,1377,,,,
2021,153,441,230,1512,207,1476,201,1484,193,1450,,,,
2020,137,474,195,1521,195,1461,168,1499,,,170,440,,
2019,152,347,196,1556,228,1468,149,1542,212,1406,862,32,,
2018,210,236,256,1472,256,1411,231,1456,,,194,329,,
2017,254,203,309,1398,324,1322,256,1397,241,1345,556,90,,
2016,175,329,276,1434,294,1348,209,1466,214,1380,296,236,,
2015,245,210,255,1460,298,1346,234,1437,,,231,305,,
2014,310,157,344,1326,346,1260,315,1314,,,745,55,,
2013,449,84,,,,,,,,,814,42,,
2012,544,54,,,,,,,,,794,43,,
2011,375,108,,,,,,,,,575,80,,
2010,693,23,,,,,,,,,535,85,,
2009,956,9,,,,,,,,,613,67,,
2008,1486,2,,,,,,,,,1360,8,,
