Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2015 Corrientes CH F,W vs Schwartzman,19.8%,22.2%,53.1%,24.8%,29.7%,32.4%,69.2%,40.8%,50.0%,41.2%,25.0%,17.9%,21.4%,34.8%,54
2014 Padova CH SF,W vs Cacic,11.7%,28.3%,60.8%,22.2%,14.6%,36.6%,68.6%,30.0%,38.9%,78.3%,100.0%,5.9%,11.8%,43.8%,-60
Career (2 matches),,16.3%,24.8%,57.0%,23.7%,21.8%,34.6%,68.9%,35.1%,44.7%,62.5%,40.0%,13.3%,17.8%,38.5%,11
