Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2015 Corrientes CH F,W vs Schwartzman,0.0%,-,5.6%,60.0%,6.7%,15.4%,14.3%,6.4%,20.0%,1.5%,20.0%,-81,-68
2014 Padova CH SF,W vs Cacic,1.7%,0.0%,11.2%,66.7%,17.2%,4.5%,0.0%,13.8%,23.1%,2.7%,40.0%,-20,-34
Career (2 matches),,0.7%,0.0%,7.7%,63.6%,10.4%,10.4%,6.7%,9.0%,21.2%,2.0%,30.0%,-59,-55
