Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,16,3,13,18.8%,18-35,34.0%,214-282,43.1%,3-2,60.0%,16,67.9%,18.5%,2.5%,3.7%,62.6%,63.1%,47.7%,57.4%,35.9%,46.9%,0.84
Clay,70,27,43,38.6%,74-108,40.7%,802-921,46.5%,7-12,36.8%,68,68.0%,25.1%,1.9%,2.9%,64.6%,62.5%,47.3%,57.1%,39.2%,48.2%,0.91
Grass,4,0,4,0.0%,3-11,21.4%,47-80,37.0%,0-1,0.0%,4,62.9%,12.5%,1.6%,3.2%,71.2%,60.2%,43.0%,55.3%,30.5%,43.0%,0.68
Grand Slams,19,5,14,26.3%,26-47,35.6%,293-388,43.0%,4-3,57.1%,19,67.6%,18.8%,2.0%,2.9%,65.5%,61.6%,48.9%,57.2%,35.3%,46.6%,0.82
Masters,2,1,1,50.0%,3-3,50.0%,34-32,51.5%,1-1,50.0%,2,71.9%,31.3%,1.3%,1.3%,68.4%,61.5%,50.0%,57.9%,42.4%,50.2%,1.01
Other Tours,69,24,45,34.8%,66-104,38.8%,736-863,46.0%,5-11,31.3%,67,67.6%,24.5%,2.1%,3.3%,63.9%,63.0%,46.5%,57.0%,39.0%,48.0%,0.91
Best of 5,19,5,14,26.3%,26-47,35.6%,293-388,43.0%,4-3,57.1%,19,67.6%,18.8%,2.0%,2.9%,65.5%,61.6%,48.9%,57.2%,35.3%,46.6%,0.82
Best of 3,71,25,46,35.2%,69-107,39.2%,770-895,46.2%,6-12,33.3%,69,67.8%,24.8%,2.1%,3.2%,64.1%,62.9%,46.6%,57.0%,39.2%,48.1%,0.91
Semi-finals,2,0,2,0.0%,1-4,20.0%,22-30,42.3%,0-1,0.0%,2,57.7%,28.0%,1.1%,3.8%,61.8%,60.9%,40.8%,53.2%,37.3%,46.1%,0.80
Quarter-finals,6,2,4,33.3%,4-10,28.6%,51-76,40.2%,1-0,100.0%,6,61.9%,17.5%,0.8%,3.3%,63.5%,62.6%,41.8%,55.0%,35.9%,45.6%,0.80
vs Righties,79,25,54,31.6%,82-140,36.9%,936-1155,44.8%,9-12,42.9%,77,66.9%,22.6%,1.9%,3.2%,64.0%,62.3%,46.7%,56.7%,37.9%,47.4%,0.87
vs Lefties,11,5,6,45.5%,13-14,48.1%,127-128,49.8%,1-3,25.0%,11,74.4%,26.2%,3.4%,2.5%,68.2%,64.4%,52.1%,60.5%,39.7%,50.2%,1.01
vs Top 10,3,0,3,0.0%,0-7,0.0%,21-43,32.8%,0-1,0.0%,3,51.6%,15.6%,2.3%,2.8%,66.2%,58.2%,38.9%,51.6%,33.0%,42.7%,0.68
