Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,3,1,2,33.3%,3,3,0,100.0%,2015,2017,R128,1,0.72,4.4%,2.2%,62.3%,62.3%,50.7%,57.9%,30.3%,55.0%,80.0%
Roland Garros,9,Clay,15,6,9,40.0%,5,2,3,40.0%,2006,2017,R32,10,0.90,1.7%,1.7%,66.1%,61.7%,51.8%,58.3%,37.7%,62.3%,42.9%
Wimbledon,7,Grass,8,1,7,12.5%,1,0,1,0.0%,2009,2017,R128,3,0.70,1.3%,2.9%,70.3%,62.7%,44.1%,57.2%,29.8%,41.9%,40.0%
US Open,10,Hard,18,8,10,44.4%,2,1,1,50.0%,2008,2017,R64,12,0.89,2.5%,4.4%,61.3%,64.2%,47.4%,57.7%,37.8%,59.3%,36.0%
Buenos Aires,9,Clay,18,9,9,50.0%,4,2,2,50.0%,2008,2017,QF,15,0.94,3.1%,3.5%,61.5%,64.8%,46.7%,57.8%,39.6%,53.3%,34.8%
Umag,6,Clay,12,6,6,50.0%,3,2,1,66.7%,2007,2015,SF,10,0.92,1.3%,4.6%,60.3%,66.2%,43.0%,57.0%,39.4%,59.1%,40.5%
Sao Paulo,5,Clay,14,9,5,64.3%,4,2,2,50.0%,2012,2017,R32,14,1.07,4.8%,3.2%,62.1%,67.1%,53.7%,62.0%,40.6%,66.7%,32.8%
Hamburg,5,Clay,8,3,5,37.5%,4,2,2,50.0%,2009,2017,R16,8,0.92,1.7%,2.2%,68.7%,62.1%,46.2%,57.1%,39.4%,55.1%,37.5%
Bucharest,3,Clay,6,3,3,50.0%,2,0,2,0.0%,2009,2016,QF,6,1.02,3.0%,3.8%,64.3%,63.5%,46.2%,57.3%,43.5%,57.9%,43.1%
Bastad,3,Clay,3,0,3,0.0%,1,0,1,0.0%,2009,2011,R32,3,0.86,2.3%,3.2%,64.7%,62.2%,46.2%,56.6%,37.5%,35.0%,50.0%
