Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,34,2505,,
2020,,,,,,,,,,,43,2055,,
2019,,,,,,,,,,,34,2740,27,1791
2018,439,20,,,,,,,,,43,1776,52,1716
2017,392,105,253,1473,243,1437,214,1465,236,1353,113,761,,
2016,150,410,133,1629,159,1547,108,1620,204,1400,70,1114,72,1646
2015,147,404,136,1617,179,1513,105,1615,210,1417,70,1132,62,1668
2014,103,554,113,1664,173,1529,87,1664,,,60,1224,,
2013,157,332,142,1622,167,1531,114,1602,,,185,377,,
2012,347,124,186,1553,265,1404,147,1551,222,1396,297,219,,
2011,121,481,123,1652,216,1457,88,1655,168,1458,139,576,83,1621
2010,141,389,82,1721,165,1518,61,1723,130,1517,179,404,96,1573
2009,66,663,91,1705,198,1494,72,1703,125,1513,165,400,112,1537
2008,132,363,121,1665,239,1436,101,1648,,,52,1089,42,1706
2007,121,366,80,1711,,,59,1701,,,146,367,,
2006,256,157,197,1528,267,1383,174,1514,,,103,492,,
2005,212,172,197,1541,,,151,1550,,,239,212,,
2004,477,51,,,,,,,,,461,83,,
2003,727,17,,,,,,,,,618,51,,
2002,1331,1,,,,,,,,,1143,10,,
2001,777,13,,,,,,,,,1381,4,,
2000,1332,1,,,,,,,,,1357,3,,
