Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,3,1,2,33.3%,2-4,33.3%,21-28,42.9%,0-0,-,3,58.3%,28.0%,2.6%,5.8%,56.4%,60.2%,48.5%,55.1%,38.8%,47.2%,0.86,R16 (Aix En Provence)
2017,22,6,16,27.3%,17-33,34.0%,219-253,46.4%,1-5,16.7%,22,69.8%,23.9%,2.4%,3.6%,63.3%,63.7%,50.1%,58.7%,38.7%,48.6%,0.94,R16 (6x)
2016,38,25,13,65.8%,55-35,61.1%,459-388,54.2%,7-6,53.8%,38,73.7%,34.6%,2.8%,2.9%,64.3%,65.1%,53.0%,60.8%,43.8%,52.1%,1.12,W (Santiago)
2015,48,31,17,64.6%,72-40,64.3%,597-485,55.2%,7-7,50.0%,42,75.4%,34.9%,2.1%,3.5%,64.6%,66.7%,53.6%,62.1%,43.6%,52.6%,1.15,W (2x)
2014,43,31,12,72.1%,69-29,70.4%,534-405,56.9%,8-8,50.0%,43,78.1%,35.5%,2.6%,3.7%,62.5%,68.5%,53.2%,62.8%,44.1%,53.4%,1.19,W (3x)
2013,40,25,15,62.5%,55-35,61.1%,458-404,53.1%,4-5,44.4%,40,72.5%,33.4%,2.9%,3.0%,60.7%,65.7%,51.1%,59.9%,42.7%,51.4%,1.07,F (Porto Alegre)
2012,26,14,12,53.8%,30-29,50.8%,280-283,49.7%,3-2,60.0%,26,67.0%,32.0%,2.3%,3.8%,59.3%,63.5%,49.8%,57.9%,41.5%,49.8%,0.99,SF (Monza)
2011,36,26,10,72.2%,54-31,63.5%,450-367,55.1%,6-6,50.0%,35,74.0%,36.7%,2.5%,2.4%,64.6%,65.1%,53.5%,61.0%,44.2%,52.6%,1.13,W (2x)
2010,27,21,6,77.8%,44-21,67.7%,347-273,56.0%,4-2,66.7%,27,73.8%,38.4%,1.2%,1.8%,72.0%,63.8%,49.4%,59.8%,44.7%,52.3%,1.11,W (2x)
2009,28,21,7,75.0%,42-23,64.6%,328-291,53.0%,4-1,80.0%,0,,,,,,,,,,,,W (2x)
2008,42,24,18,57.1%,56-46,54.9%,484-486,49.9%,8-4,66.7%,0,,,,,,,,,,,,W (San Benedetto)
2007,53,37,16,69.8%,77-42,64.7%,637-521,55.0%,6-9,40.0%,0,,,,,,,,,,,,W (4x)
2006,34,19,15,55.9%,45-36,55.6%,386-386,50.0%,9-2,81.8%,0,,,,,,,,,,,,SF (Turin)
2005,16,10,6,62.5%,20-14,58.8%,169-156,52.0%,1-2,33.3%,0,,,,,,,,,,,,SF (2x)
Career,456,291,165,63.8%,638-418,60.4%,5369-4726,53.2%,68-59,53.5%,276,73.5%,34.2%,2.4%,3.1%,63.8%,65.5%,52.0%,60.6%,43.2%,51.8%,1.10,
