Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
13,Rogerio Dutra Silva [BRA],6,7,46.2%,6,4,2,66.7%,2007,2016,11,1.06,1.9%,2.6%,66.8%,61.4%,54.5%,59.1%,43.4%,63.1%,38.4%
11,Andre Ghem [BRA],8,3,72.7%,3,2,1,66.7%,2007,2016,9,1.03,1.6%,2.1%,65.0%,62.2%,54.9%,59.7%,41.5%,60.6%,37.5%
10,Diego Junqueira [ARG],8,2,80.0%,3,3,0,100.0%,2004,2011,4,1.13,0.4%,2.9%,71.7%,61.5%,51.9%,58.8%,46.7%,36.4%,54.3%
9,Juan Pablo Brzezicki [ARG],5,4,55.6%,7,4,3,57.1%,2001,2010,1,1.20,1.3%,0.0%,80.8%,55.6%,73.3%,59.0%,49.3%,69.2%,77.8%
8,Guido Andreozzi [ARG],2,6,25.0%,2,0,2,0.0%,2013,2018,7,0.97,4.8%,4.4%,61.2%,67.7%,48.0%,60.1%,38.5%,57.8%,29.4%
8,Horacio Zeballos [ARG],7,1,87.5%,4,2,2,50.0%,2004,2017,4,1.14,4.4%,2.0%,63.9%,67.0%,53.8%,62.2%,43.0%,65.2%,36.6%
8,Diego Hartfield [ARG],4,4,50.0%,3,1,2,33.3%,2001,2008,0,,,,,,,,,,
7,Guilherme Clezar [BRA],3,4,42.9%,1,0,1,0.0%,2013,2015,7,0.94,3.9%,3.4%,66.5%,58.1%,48.0%,54.8%,42.6%,55.9%,41.8%
7,Paul Capdeville [CHI],1,6,14.3%,2,0,2,0.0%,2007,2013,6,0.97,2.6%,1.6%,62.8%,63.4%,44.7%,56.4%,42.4%,61.7%,38.3%
7,Pablo Andujar [ESP],4,3,57.1%,0,0,0,-,2005,2010,1,0.77,3.6%,1.8%,57.1%,65.6%,37.5%,53.6%,35.9%,50.0%,28.6%
6,Daniel Munoz De La Nava [ESP],2,4,33.3%,2,0,2,0.0%,2007,2017,3,0.96,6.0%,4.2%,56.9%,60.2%,53.8%,57.4%,40.8%,65.6%,34.6%
6,Ruben Ramirez Hidalgo [ESP],1,5,16.7%,1,0,1,0.0%,2006,2017,3,1.10,1.6%,3.5%,57.3%,66.4%,57.8%,62.7%,40.8%,56.0%,65.0%
6,Thiago Monteiro [BRA],3,3,50.0%,3,1,2,33.3%,2015,2016,6,1.02,3.6%,4.0%,64.7%,67.9%,52.0%,62.3%,38.4%,58.7%,31.6%
6,Facundo Arguello [ARG],2,4,33.3%,3,2,1,66.7%,2011,2014,6,0.90,1.2%,2.7%,64.7%,62.2%,51.2%,58.3%,37.4%,65.1%,42.4%
6,Martin Alund [ARG],5,1,83.3%,1,1,0,100.0%,2007,2014,5,1.47,4.0%,3.2%,64.4%,77.0%,51.7%,68.0%,47.1%,45.5%,54.8%
