Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2009 Paris R32,L vs Del Potro,13% (2/16),50% (1/2),0/2,31% (5/16),60% (3/5),0/0,0/0,2/2,0/0,1/1
2009 Australian Open R32,L vs Federer,0% (0/15),- (0/0),0/3,21% (3/14),0% (0/3),0/0,0/0,0/0,0/0,0/0
2008 Moscow QF,W vs Davydenko,31% (5/16),60% (3/5),1/2,31% (5/16),40% (2/5),2/2,1/1,0/1,1/1,0/0
2008 Wimbledon SF,L vs Federer,6% (1/16),0% (0/1),0/1,27% (4/15),50% (2/4),0/0,0/0,1/2,0/0,0/1
2008 Wimbledon R16,W vs Wawrinka,47% (9/19),78% (7/9),0/3,37% (7/19),57% (4/7),5/6,2/2,1/1,1/1,0/0
2008 Wimbledon R64,W vs Djokovic,40% (6/15),67% (4/6),1/1,7% (1/15),0% (0/1),2/3,1/1,2/2,0/0,0/0
2008 Australian Open R64,L vs Baghdatis,27% (6/22),67% (4/6),0/4,39% (9/23),44% (4/9),3/3,1/1,1/2,0/0,0/1
2007 Wimbledon R64,W vs Qureshi,33% (5/15),60% (3/5),0/0,33% (5/15),100% (5/5),3/3,2/2,2/2,0/0,0/0
2007 Hamburg R64,W vs Massu,45% (5/11),80% (4/5),1/3,36% (4/11),25% (1/4),3/3,0/1,2/2,0/1,0/0
2007 Rome R32,L vs Davydenko,42% (5/12),60% (3/5),0/3,33% (4/12),0% (0/4),2/3,0/1,1/2,0/0,0/1
2007 Davis Cup RR,W vs Massu,50% (6/12),100% (6/6),1/1,23% (3/13),67% (2/3),6/6,3/3,0/0,1/1,0/0
2006 Davis Cup RR,L vs Nalbandian,20% (3/15),33% (1/3),0/4,47% (7/15),43% (3/7),1/1,0/0,4/4,0/0,1/1
2006 Davis Cup RR,W vs Acasuso,21% (4/19),75% (3/4),1/2,10% (2/20),0% (0/2),3/3,2/2,3/3,0/0,0/0
2006 Moscow R32,W vs Mahut,22% (2/9),100% (2/2),0/0,0% (0/10),- (0/0),2/2,2/2,0/0,1/1,0/0
2006 Davis Cup RR,W vs Gasquet,33% (8/24),50% (4/8),0/2,12% (3/26),33% (1/3),4/4,2/2,5/5,1/1,0/0
2005 Halle F,L vs Federer,19% (3/16),33% (1/3),0/2,19% (3/16),0% (0/3),1/1,0/0,3/4,0/0,3/3
2005 Davis Cup RR,W vs Garcia,39% (7/18),57% (4/7),1/2,11% (2/19),0% (0/2),4/4,2/2,2/2,0/0,0/0
2005 Australian Open F,W vs Hewitt,39% (7/18),57% (4/7),0/3,17% (3/18),0% (0/3),4/4,3/3,0/0,1/1,0/0
2005 Australian Open SF,W vs Federer,23% (7/31),57% (4/7),0/2,29% (9/31),56% (5/9),3/3,1/2,4/6,0/1,2/2
2005 Australian Open R64,W vs Ulihrach,54% (7/13),86% (6/7),1/1,8% (1/13),0% (0/1),5/5,2/2,0/0,1/1,0/0
2009 (2 matches),,6.5%,50.0%,0.0%,26.7%,37.5%,-,-,100.0%,-,100.0%
2008 (5 matches),,30.7%,66.7%,18.2%,29.5%,46.2%,85.7%,100.0%,62.5%,100.0%,0.0%
2007 (4 matches),,42.0%,76.2%,28.6%,31.4%,50.0%,93.3%,71.4%,83.3%,50.0%,0.0%
2006 (4 matches),,25.4%,58.8%,12.5%,16.9%,33.3%,100.0%,100.0%,100.0%,100.0%,100.0%
2005 (6 matches),,38.3%,68.3%,27.3%,17.8%,26.3%,96.0%,90.9%,75.0%,66.7%,100.0%
Career (69 matches),,31.7%,65.6%,23.3%,27.5%,38.0%,83.6%,91.4%,80.2%,83.3%,77.8%
