Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2009 Paris R32,L vs Del Potro,38.2%,47.1%,45.2%,43.0%,52.6%,61.4%,44.4%,61.2%,55.6%,43.3%,66.7%,20.5%,29.5%,45.7%,-45
2009 Beijing R32,W vs Gonzalez,40.0%,52.7%,65.6%,49.1%,48.5%,60.6%,76.5%,63.6%,26.7%,55.6%,-,28.6%,42.9%,53.3%,-79
2009 Australian Open R32,L vs Federer,27.3%,37.5%,48.4%,29.7%,51.2%,58.1%,33.3%,56.0%,41.2%,57.7%,0.0%,4.7%,18.6%,56.1%,-69
2008 Moscow QF,W vs Davydenko,38.7%,48.1%,43.5%,44.6%,45.6%,58.8%,51.4%,54.9%,43.3%,28.9%,40.0%,28.6%,31.4%,32.0%,40
2008 Wimbledon SF,L vs Federer,39.8%,49.5%,47.3%,46.8%,51.7%,63.3%,51.7%,62.5%,46.7%,33.3%,100.0%,18.8%,25.0%,42.3%,-79
2008 Wimbledon R16,W vs Wawrinka,32.5%,42.9%,51.2%,39.4%,44.3%,59.0%,58.8%,58.5%,37.5%,59.5%,42.9%,23.3%,30.0%,45.7%,37
2008 Wimbledon R64,W vs Djokovic,42.1%,50.5%,53.8%,46.5%,57.4%,68.5%,56.5%,65.2%,38.1%,30.3%,-,23.7%,28.9%,51.7%,32
2008 Roland Garros R64,L vs Davydenko,14.4%,26.8%,47.7%,22.7%,26.7%,48.9%,57.6%,44.4%,45.0%,60.0%,33.3%,5.9%,11.8%,37.5%,-57
2008 Australian Open R64,L vs Baghdatis,28.7%,37.3%,47.7%,34.0%,38.8%,50.6%,48.1%,48.2%,32.5%,53.3%,55.6%,15.4%,20.0%,47.3%,-79
2007 Wimbledon R32,L vs Federer,23.9%,31.8%,45.6%,28.2%,37.5%,45.8%,56.7%,45.4%,45.5%,34.6%,50.0%,10.0%,20.0%,33.3%,-30
2007 Wimbledon R64,W vs Qureshi,35.2%,46.3%,58.5%,39.6%,50.0%,59.1%,51.5%,57.3%,48.3%,40.5%,0.0%,13.5%,29.7%,65.6%,13
2007 Hamburg R64,W vs Massu,24.0%,30.7%,55.4%,27.5%,34.8%,43.5%,56.7%,40.4%,35.0%,61.5%,50.0%,7.1%,10.7%,53.8%,-42
2007 Rome R32,L vs Davydenko,14.8%,27.2%,49.3%,19.8%,20.0%,40.0%,56.3%,30.0%,18.8%,41.7%,66.7%,10.3%,15.4%,42.9%,-11
2007 Davis Cup World Group R1 RR,W vs Massu,27.6%,33.3%,55.7%,34.1%,37.3%,43.1%,56.3%,48.4%,38.5%,64.0%,0.0%,14.7%,20.6%,55.2%,5
2007 Australian Open R32,L vs Roddick,33.1%,41.7%,44.3%,38.1%,43.5%,53.3%,48.1%,51.0%,28.6%,50.0%,50.0%,14.3%,21.4%,38.9%,-10
2006 Davis Cup World Group F RR,W vs Acasuso,39.8%,54.9%,55.9%,47.7%,48.0%,65.3%,59.0%,59.9%,52.9%,58.5%,66.7%,23.7%,34.2%,51.7%,-79
2006 Davis Cup World Group F RR,L vs Nalbandian,35.7%,46.1%,38.8%,40.6%,53.0%,66.7%,51.6%,61.7%,43.8%,61.8%,100.0%,14.3%,21.4%,27.8%,17
2006 Moscow F,L vs Davydenko,34.2%,42.1%,37.7%,39.2%,42.2%,56.3%,45.9%,51.1%,48.0%,48.7%,50.0%,27.3%,27.3%,28.1%,18
2006 Moscow R32,W vs Mahut,52.1%,54.2%,68.2%,55.6%,71.4%,75.0%,62.5%,77.5%,54.5%,47.1%,-,26.3%,26.3%,71.4%,-3
2006 US Open R64,W vs Nalbandian,30.8%,37.8%,51.6%,35.3%,43.4%,51.8%,55.3%,51.9%,30.6%,51.1%,50.0%,20.0%,26.7%,47.9%,79
Career (90 matches),,30.4%,40.2%,51.2%,35.7%,44.9%,56.9%,55.3%,54.6%,40.1%,46.8%,50.4%,14.2%,22.2%,47.6%,4
