Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2009 Paris R32,L vs Del Potro,0.0%,-,10.4%,68.4%,13.6%,38.9%,0.0%,10.4%,26.7%,2.8%,0.0%,134,105
2009 Beijing R32,W vs Gonzalez,2.3%,100.0%,18.6%,81.0%,13.0%,18.8%,0.0%,8.3%,0.0%,1.3%,0.0%,-50,-12
2009 Australian Open R32,L vs Federer,2.7%,50.0%,9.0%,43.8%,8.6%,4.7%,0.0%,9.8%,22.2%,0.0%,-,-23,-14
2008 Moscow QF,W vs Davydenko,0.0%,-,8.8%,78.9%,12.6%,24.3%,0.0%,14.6%,28.1%,0.0%,-,10,46
2008 Wimbledon SF,L vs Federer,5.0%,75.0%,11.5%,81.0%,10.4%,9.5%,0.0%,11.3%,20.0%,0.0%,-,62,74
2008 Wimbledon R16,W vs Wawrinka,0.0%,-,8.8%,71.4%,15.6%,30.0%,0.0%,15.4%,25.0%,0.4%,0.0%,44,47
2008 Wimbledon R64,W vs Djokovic,0.0%,-,6.3%,100.0%,15.4%,40.0%,66.7%,7.5%,6.7%,0.8%,50.0%,60,79
2008 Roland Garros R64,L vs Davydenko,1.1%,100.0%,10.3%,72.2%,14.2%,24.3%,0.0%,11.7%,31.6%,1.2%,0.0%,93,40
2008 Australian Open R64,L vs Baghdatis,0.7%,100.0%,9.2%,57.7%,10.0%,13.2%,50.0%,8.1%,15.8%,0.7%,25.0%,-28,-17
2007 Wimbledon R32,L vs Federer,4.8%,50.0%,14.4%,60.0%,8.7%,6.7%,0.0%,12.7%,22.2%,1.4%,0.0%,-5,-40
2007 Wimbledon R64,W vs Qureshi,5.3%,20.0%,11.4%,73.9%,16.4%,31.6%,0.0%,20.3%,40.0%,0.4%,0.0%,40,47
2007 Hamburg R64,W vs Massu,0.0%,-,9.2%,78.6%,4.9%,8.0%,0.0%,6.4%,16.7%,0.9%,66.7%,-56,-35
2007 Rome R32,L vs Davydenko,0.0%,-,7.2%,66.7%,8.3%,11.9%,100.0%,3.2%,18.5%,1.1%,80.0%,-85,-82
2007 Davis Cup World Group R1 RR,W vs Massu,2.4%,100.0%,15.2%,78.3%,15.2%,21.4%,0.0%,4.7%,14.3%,1.7%,20.0%,-43,-45
2007 Australian Open R32,L vs Roddick,0.9%,100.0%,8.0%,76.2%,6.3%,2.7%,0.0%,8.9%,19.2%,0.4%,0.0%,-66,-41
2006 Davis Cup World Group F RR,W vs Acasuso,5.2%,40.0%,14.0%,59.4%,17.3%,30.8%,50.0%,17.2%,31.0%,1.3%,50.0%,-16,14
2006 Davis Cup World Group F RR,L vs Nalbandian,10.8%,50.0%,13.3%,67.9%,7.6%,27.8%,0.0%,12.0%,22.2%,0.7%,50.0%,-25,39
2006 Moscow F,L vs Davydenko,5.6%,50.0%,10.7%,61.9%,5.8%,17.6%,0.0%,7.4%,20.0%,0.0%,-,-34,-27
2006 Moscow R32,W vs Mahut,10.8%,75.0%,13.5%,92.3%,15.6%,40.0%,0.0%,23.5%,0.0%,0.0%,-,39,64
2006 US Open R64,W vs Nalbandian,0.7%,100.0%,10.0%,75.0%,10.8%,22.0%,0.0%,7.6%,11.4%,0.6%,33.3%,-12,-1
Career (90 matches),,4.4%,66.4%,14.1%,66.5%,11.9%,18.7%,13.1%,9.4%,22.3%,0.8%,28.7%,-7,5
