Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2014 Charleston R64,L vs Erakovic,0.91,0.87,74.0,4.0,5.7%,50.9%,4.1%,61.2%,28.1%,57.7%
2014 Miami R64,L vs Lisicki,0.91,0.87,76.6,5.0,4.3%,53.2%,9.8%,63.4%,38.0%,42.6%
2014 Miami R128,W vs Radwanska,1.17,1.21,72.0,3.1,8.5%,49.2%,3.4%,44.8%,56.8%,52.5%
2014 Dubai R32,L vs Suarez Navarro,0.99,0.65,43.7,2.2,14.7%,70.6%,9.7%,25.8%,33.3%,33.3%
2014 Doha R64,L vs Peng,0.86,0.82,64.1,3.3,2.6%,64.1%,11.4%,40.0%,55.6%,34.0%
2013 US Open R128,L vs Glushko,0.79,0.68,47.0,2.2,-,67.9%,-,50.0%,40.6%,30.0%
2013 Wimbledon R128,L vs Pliskova,0.88,0.46,37.5,2.0,-,53.8%,-,58.3%,20.0%,26.1%
2013 Wimbledon R128,L vs Pliskova,0.84,0.47,36.9,2.0,15.4%,53.8%,8.3%,58.3%,23.1%,26.1%
2013 Roland Garros R128,L vs Puig,0.91,0.88,77.8,8.4,-,62.5%,-,48.9%,36.4%,50.0%
2013 Roland Garros R128,L vs Puig,0.91,0.88,77.8,8.4,18.8%,62.5%,6.4%,48.9%,36.4%,50.0%
2013 Rome R64,L vs Suarez Navarro,0.88,0.87,74.0,18.2,4.4%,53.3%,12.5%,55.0%,44.2%,45.8%
2013 Madrid R32,L vs Kuznetsova,0.89,0.90,73.0,2.7,16.0%,66.0%,4.5%,54.5%,33.9%,45.6%
2013 Madrid R64,W vs Giorgi,1.06,1.26,70.7,2.6,11.6%,60.5%,28.2%,64.1%,48.2%,41.5%
2013 Stuttgart R16,L vs Ivanovic,0.87,0.69,52.1,3.3,0.0%,52.0%,0.0%,41.7%,35.3%,50.0%
2013 Stuttgart R32,W vs Pfizenmaier,1.01,1.47,64.2,2.4,9.1%,72.7%,9.7%,71.0%,39.0%,43.2%
2013 Miami R32,L vs Jankovic,0.95,0.81,69.7,2.6,2.4%,51.2%,2.6%,57.9%,34.2%,43.2%
2013 Miami R64,W vs Zheng,1.10,1.75,42.5,2.0,11.1%,59.3%,20.8%,66.7%,62.5%,55.0%
2013 Indian Wells R16,L vs Wozniacki,0.90,0.73,57.6,3.3,2.6%,57.9%,5.6%,50.0%,41.4%,33.3%
2013 Indian Wells R32,W vs Goerges,1.11,1.83,41.9,2.1,10.0%,70.0%,3.3%,53.3%,60.9%,65.0%
2013 Indian Wells R64,W vs Voegele,1.01,1.67,45.1,2.2,4.3%,65.2%,13.6%,72.7%,46.9%,56.7%
2014 (5 matches),,0.97,0.89,67.8,3.2,6.9%,56.0%,7.0%,48.6%,42.4%,44.7%
2013 (23 matches),,0.95,0.94,60.6,2.9,7.7%,57.2%,7.0%,55.1%,41.2%,45.5%
2012 (48 matches),,1.02,1.13,54.3,2.6,3.4%,60.3%,4.2%,59.0%,45.0%,43.8%
2011 (14 matches),,1.03,1.06,60.0,2.8,2.1%,60.3%,2.5%,57.9%,40.5%,43.4%
2010 (1 matches),,1.12,2.91,30.9,2.1,9.5%,81.0%,15.0%,70.0%,70.6%,56.3%
Career (95 matches),,1.00,1.04,58.3,2.7,4.4%,59.4%,5.0%,56.5%,42.9%,44.4%
