Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2013 Roland Garros R128,L vs Puig,30.5%,33.7%,38.1%,42.9%,46.4%,40.6%,29.0%,44.0%,75.0%,13.9%,16.7%,35.5%,7.1%,31.8%,0.0%,-11
2013 Indian Wells R16,L vs Wozniacki,16.2%,23.0%,50.9%,17.8%,28.9%,54.1%,50.0%,24.0%,50.0%,18.2%,18.2%,44.4%,60.0%,8.3%,0.0%,40
2013 Australian Open R128,L vs Date Krumm,18.8%,25.0%,25.0%,20.7%,27.6%,26.1%,35.7%,53.3%,66.7%,18.8%,25.0%,23.1%,0.0%,28.6%,50.0%,63
2012 Tokyo F,W vs Radwanska,33.3%,40.0%,57.1%,43.8%,56.3%,66.7%,7.1%,22.2%,66.7%,26.1%,26.1%,47.1%,0.0%,57.1%,-,111
2012 Olympics R16,L vs Azarenka,31.9%,44.4%,51.1%,42.5%,60.0%,60.9%,36.8%,33.3%,33.3%,21.4%,28.6%,40.9%,18.2%,23.5%,-,47
2012 s Hertogenbosch F,W vs Radwanska,26.8%,35.7%,55.3%,41.2%,55.9%,75.0%,7.7%,28.6%,100.0%,5.3%,5.3%,33.3%,8.3%,42.9%,0.0%,-66
2010 Roland Garros QF,L vs Dementieva,24.2%,31.8%,39.5%,30.0%,42.5%,35.7%,50.0%,55.0%,60.0%,21.1%,21.1%,46.7%,11.1%,60.0%,100.0%,81
2010 Australian Open R32,W vs Clijsters,34.1%,39.0%,63.0%,48.0%,52.0%,84.6%,25.0%,15.4%,-,12.5%,18.8%,42.9%,0.0%,62.5%,0.0%,-104
2008 Moscow QF,L vs Dementieva,21.9%,34.2%,47.1%,29.3%,45.3%,52.8%,43.8%,44.2%,50.0%,8.1%,13.5%,38.2%,6.3%,52.4%,100.0%,-42
2007 Amelia Island F,L vs Golovin,9.6%,17.3%,37.0%,17.2%,31.0%,37.5%,41.7%,29.4%,40.0%,0.0%,0.0%,36.4%,7.1%,12.5%,0.0%,-119
2006 WTA Championships RR,L vs Hingis,20.0%,24.4%,50.8%,28.8%,32.2%,50.0%,28.6%,25.8%,40.0%,4.2%,12.5%,52.2%,0.0%,50.0%,100.0%,-81
2005 Berlin F,L vs Henin,17.4%,20.9%,41.2%,14.8%,20.4%,43.5%,55.2%,36.0%,33.3%,24.1%,24.1%,36.4%,7.7%,12.5%,0.0%,9
2003 Roland Garros SF,L vs Clijsters,11.1%,13.0%,48.9%,17.6%,20.6%,50.0%,31.3%,5.6%,0.0%,0.0%,0.0%,47.1%,0.0%,70.0%,100.0%,-119
Career (13 matches),,22.8%,29.6%,45.9%,29.9%,39.5%,49.9%,36.2%,33.2%,49.0%,13.6%,16.6%,40.2%,9.9%,38.6%,45.5%,18
