Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,14,Hard,44,30,14,68.2%,5,2,3,40.0%,1999,2013,QF,31,1.18,7.5%,6.2%,56.5%,68.4%,49.0%,59.9%,47.1%,60.4%,53.9%
Roland Garros,14,Clay,38,24,14,63.2%,4,2,2,50.0%,1999,2013,SF,29,1.08,5.1%,5.1%,58.3%,67.0%,42.0%,56.6%,47.1%,57.7%,48.5%
Wimbledon,13,Grass,47,34,13,72.3%,12,7,5,58.3%,1999,2013,QF,31,1.10,7.6%,4.3%,61.2%,70.0%,47.6%,61.3%,42.7%,65.1%,44.1%
US Open,16,Hard,46,30,16,65.2%,15,8,7,53.3%,1998,2013,QF,34,1.19,8.2%,4.5%,57.3%,72.1%,50.3%,62.7%,44.3%,58.9%,47.4%
Olympics,2,,5,3,2,60.0%,3,1,2,33.3%,2004,2012,R16,3,1.11,12.8%,4.3%,54.9%,75.9%,52.6%,65.4%,38.6%,75.0%,27.6%
Fed Cup,4,,8,4,4,50.0%,2,1,1,50.0%,2001,2012,,0,,,,,,,,,,
Miami,14,Hard,33,19,14,57.6%,8,2,6,25.0%,2000,2014,SF,18,1.07,6.8%,6.2%,58.2%,69.8%,41.1%,57.8%,45.1%,60.0%,47.3%
Rome,12,Clay,24,12,12,50.0%,4,2,2,50.0%,2005,2013,QF,13,1.03,6.2%,3.8%,60.6%,67.0%,42.9%,57.5%,43.9%,52.1%,42.1%
Indian Wells,10,Hard,26,16,10,61.5%,5,2,3,40.0%,2001,2014,R16,16,1.12,7.9%,5.9%,57.3%,69.4%,46.8%,59.8%,45.0%,55.0%,53.8%
Sydney,10,Hard,19,9,10,47.4%,2,1,1,50.0%,2006,2013,QF,6,0.78,5.8%,6.3%,54.4%,56.7%,37.9%,48.1%,40.7%,48.5%,41.9%
Charleston,9,Clay,24,16,8,66.7%,3,2,1,66.7%,2001,2014,W,16,1.19,6.3%,5.5%,61.0%,67.2%,48.9%,60.1%,47.4%,64.1%,49.6%
Los Angeles,9,Hard,22,13,9,59.1%,4,0,4,0.0%,2000,2009,F,10,1.11,7.9%,4.9%,61.5%,68.1%,42.7%,58.4%,46.2%,62.5%,46.3%
