Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,6,1,5,16.7%,4-9,30.8%,57-72,44.2%,0-1,0.0%,6,-,-,7.0%,7.3%,50.7%,60.4%,44.6%,52.6%,43.4%,48.0%,0.92,R32 (Dubai)
2013,22,9,13,40.9%,23-29,44.2%,247-242,50.5%,1-4,20.0%,22,-,-,9.1%,4.3%,59.6%,67.4%,41.4%,56.9%,44.3%,50.3%,1.03,QF (Dubai)
2012,59,39,20,66.1%,83-50,62.4%,679-567,54.5%,9-10,47.4%,48,-,-,9.3%,4.5%,55.5%,70.9%,46.7%,60.1%,43.6%,51.6%,1.09,W (3x)
2011,46,25,21,54.3%,57-45,55.9%,495-470,51.3%,8-5,61.5%,41,-,-,6.1%,4.4%,58.6%,66.0%,47.4%,58.3%,42.6%,50.4%,1.02,W (Washington)
2010,52,32,20,61.5%,72-45,61.5%,600-496,54.7%,2-6,25.0%,47,-,-,8.3%,4.4%,57.1%,70.4%,46.9%,60.4%,42.6%,51.8%,1.07,F (New Haven)
2009,51,30,21,58.8%,66-53,55.5%,593-518,53.4%,8-7,53.3%,47,-,-,8.5%,5.0%,58.1%,70.1%,44.9%,59.6%,42.1%,50.7%,1.04,SF (2x)
2008,71,47,24,66.2%,104-52,66.7%,811-615,56.9%,9-5,64.3%,63,-,-,7.1%,5.5%,60.4%,70.1%,44.6%,60.1%,44.9%,52.4%,1.12,W (2x)
2007,57,38,19,66.7%,81-40,66.9%,653-487,57.3%,8-8,50.0%,49,-,-,6.9%,4.9%,61.8%,71.3%,47.3%,62.2%,44.8%,53.5%,1.18,W (Paris)
2006,68,48,20,70.6%,104-46,69.3%,795-544,59.4%,8-4,66.7%,50,-,-,7.7%,4.1%,61.5%,69.8%,49.9%,62.2%,46.0%,54.2%,1.22,W (5x)
2005,81,56,25,69.1%,122-55,68.9%,929-684,57.6%,7-6,53.8%,22,-,-,5.4%,4.7%,60.0%,68.3%,48.3%,60.3%,46.2%,53.3%,1.16,W (Linz)
2004,65,40,25,61.5%,90-57,61.2%,742-594,55.5%,7-7,50.0%,10,-,-,7.2%,6.5%,56.1%,68.2%,49.7%,60.1%,43.6%,51.5%,1.09,F (Gold Coast)
2003,56,36,20,64.3%,80-50,61.5%,646-522,55.3%,6-2,75.0%,12,-,-,5.9%,5.4%,56.8%,68.7%,46.1%,59.0%,49.6%,54.2%,1.21,F (Linz)
2002,11,6,5,54.5%,13-10,56.5%,114-100,53.3%,1-2,33.3%,0,,,,,,,,,,,,SF (Gold Coast)
2001,44,22,22,50.0%,48-48,50.0%,469-439,51.7%,2-12,14.3%,0,,,,,,,,,,,,SF (Amelia Island)
2000,27,12,15,44.4%,32-34,48.5%,317-298,51.5%,1-4,20.0%,0,,,,,,,,,,,,QF (Miami)
1999,8,3,5,37.5%,6-11,35.3%,66-86,43.4%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
1998,4,2,2,50.0%,3-5,37.5%,27-38,41.5%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
Career,728,446,282,61.3%,988-639,60.7%,8240-6772,54.9%,79-84,48.5%,417,-,-,7.6%,4.8%,58.9%,69.5%,46.5%,60.0%,44.1%,52.0%,1.10,
