Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,436,264,172,60.6%,583-377,60.7%,4878-3965,55.2%,43-54,44.3%,243,-,-,8.0%,4.9%,58.2%,69.1%,46.6%,59.7%,44.3%,52.0%,1.10
Clay,174,110,64,63.2%,245-152,61.7%,2002-1644,54.9%,21-14,60.0%,108,-,-,6.3%,4.7%,59.9%,69.1%,45.1%,59.5%,45.0%,52.1%,1.11
Grass,79,51,28,64.6%,113-69,62.1%,935-781,54.5%,10-10,50.0%,53,-,-,8.0%,4.7%,59.9%,70.9%,48.0%,61.8%,42.1%,52.0%,1.10
Carpet,39,21,18,53.8%,47-41,53.4%,425-382,52.7%,5-6,45.5%,13,-,-,9.1%,3.8%,59.1%,73.7%,50.5%,64.2%,42.5%,53.2%,1.19
Grand Slams,163,109,54,66.9%,243-128,65.5%,1919-1483,56.4%,19-16,54.3%,125,-,-,7.2%,5.0%,58.3%,69.5%,47.4%,60.3%,45.2%,52.7%,1.14
Premiers,386,228,158,59.1%,500-355,58.5%,4294-3615,54.3%,39-49,44.3%,203,-,-,7.6%,4.8%,59.5%,69.1%,45.7%,59.6%,43.6%,51.5%,1.08
Internationals,98,65,33,66.3%,145-68,68.1%,1125-813,58.0%,8-6,57.1%,39,-,-,7.1%,4.9%,58.5%,71.0%,48.9%,61.8%,47.4%,54.6%,1.24
Finals,24,13,11,54.2%,31-28,52.5%,287-267,51.8%,3-0,100.0%,17,-,-,8.1%,4.5%,61.1%,69.5%,41.7%,58.7%,42.1%,50.4%,1.02
Semi-finals,48,23,25,47.9%,54-52,50.9%,502-489,50.7%,6-7,46.2%,24,-,-,7.1%,4.4%,59.7%,69.4%,47.7%,60.7%,43.2%,51.7%,1.10
Quarter-finals,94,48,46,51.1%,112-98,53.3%,1016-939,52.0%,9-15,37.5%,53,-,-,5.9%,4.8%,59.7%,67.8%,46.6%,59.3%,42.9%,50.9%,1.05
vs Righties,664,402,262,60.5%,892-591,60.1%,7475-6195,54.7%,73-75,49.3%,382,-,-,7.6%,4.8%,58.9%,69.3%,46.4%,59.9%,44.3%,52.1%,1.11
vs Lefties,63,43,20,68.3%,94-48,66.2%,753-571,56.9%,6-9,40.0%,35,-,-,7.7%,4.8%,59.0%,71.2%,48.1%,61.7%,42.0%,51.8%,1.10
vs Top 10,117,29,88,24.8%,89-180,33.1%,1120-1402,44.4%,12-20,37.5%,68,-,-,6.5%,4.7%,58.3%,65.0%,45.0%,56.7%,39.2%,48.0%,0.91
