Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2013 Wimbledon R128,L vs Pliskova,89.6,,,,,107,,,,,,,70
2013 Roland Garros R128,L vs Puig,96.5,,,,,113,,,,,,,75
2013 Australian Open R128,L vs Date Krumm,96.3,,,,,112,,,,,,,72
2012 US Open R16,L vs Sharapova,98.5,,,,,119,,,,,,,74
2012 US Open R32,W vs Safarova,94.6,,,,,118,,,,,,,75
2012 US Open R64,W vs Halep,101.3,,,,,116,,,,,,,68
2012 Wimbledon R32,L vs Giorgi,96.7,,,,,116,,,,,,,78
2012 Wimbledon R128,W vs Camerin,96.7,,,,,115,,,,,,,78
2012 Roland Garros R32,L vs Stosur,97.4,,,,,115,,,,,,,83
2012 Australian Open R64,L vs Errani,92.9,,,,,111,,,,,,,74
2011 US Open R32,L vs Stosur,95.2,102.7,6.7,,,114,78,83.5,4.1,,,95,74
2011 Wimbledon R16,L vs Azarenka,98.4,104.4,7.1,,,113,91,89.8,2.7,,,94,83
2011 Roland Garros R128,L vs Rodionova,95.8,101.5,6.7,,,114,87,84.4,4.2,,,93,78
2011 Australian Open R32,L vs Makarova,91.5,101.6,7.4,,,111,82,81.3,5.7,,,90,62
2011 Australian Open R64,W vs Molik,96.5,105.4,6.0,,,115,93,84.0,5.0,,,92,76
Career (15 matches),,95.6,102.7,6.8,,,119,78,83.8,4.5,,,95,62
