Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2013 Roland Garros R128,L vs Puig,72.0%,51.9%,2.8%,1/2,2.53,4.8%,68.4%,41.0%,0.0%,2.50,9.7%,86.4%,63.2%,6.8%,2.56,0.0%
2013 Indian Wells R16,L vs Wozniacki,75.0%,47.6%,1.8%,0/1,2.46,3.6%,71.4%,43.3%,0.0%,2.32,5.4%,92.3%,58.3%,7.7%,2.76,0.0%
2013 Australian Open R128,L vs Date Krumm,74.5%,44.7%,15.7%,5/3,2.46,13.9%,84.2%,37.5%,15.8%,2.40,17.4%,54.5%,83.3%,18.2%,2.55,7.7%
2012 Tokyo F,W vs Radwanska,62.3%,60.4%,0.0%,0/0,2.03,28.6%,54.3%,60.0%,0.0%,2.01,55.6%,82.1%,60.9%,0.0%,2.06,0.0%
2012 Olympics R16,L vs Azarenka,60.0%,41.7%,3.8%,1/2,2.34,0.0%,63.8%,43.2%,1.7%,2.30,0.0%,64.7%,36.4%,11.8%,2.37,0.0%
2012 s Hertogenbosch F,W vs Radwanska,73.3%,63.6%,1.7%,0/1,2.10,11.4%,71.4%,60.0%,0.0%,1.76,23.5%,86.4%,68.4%,4.5%,2.46,0.0%
2010 Roland Garros QF,L vs Dementieva,73.9%,44.6%,8.0%,4/3,2.35,14.0%,79.3%,43.5%,3.4%,2.08,17.9%,82.6%,47.4%,21.7%,2.84,6.7%
2010 Australian Open R32,W vs Clijsters,72.7%,70.8%,0.0%,0/0,2.22,7.4%,78.9%,66.7%,0.0%,2.37,15.4%,90.0%,77.8%,0.0%,2.08,0.0%
2008 Moscow QF,L vs Dementieva,73.4%,43.8%,2.8%,3/0,2.33,4.6%,76.7%,45.7%,1.7%,2.43,7.5%,82.9%,41.2%,4.9%,2.17,0.0%
2007 Amelia Island F,L vs Golovin,72.4%,45.2%,1.7%,1/0,2.03,0.0%,73.7%,42.9%,0.0%,2.10,0.0%,87.5%,50.0%,6.3%,1.96,0.0%
2006 WTA Championships RR,L vs Hingis,64.0%,60.0%,1.2%,0/1,2.55,3.1%,56.6%,56.7%,0.0%,2.60,4.9%,83.3%,64.0%,3.3%,2.46,0.0%
2005 Berlin F,L vs Henin,77.5%,49.3%,5.6%,3/2,2.32,7.4%,76.9%,50.0%,0.0%,1.94,10.9%,96.7%,48.3%,16.7%,3.11,0.0%
2003 Roland Garros SF,L vs Clijsters,72.5%,38.0%,0.0%,0/0,2.29,8.9%,78.3%,33.3%,0.0%,2.08,14.3%,82.4%,50.0%,0.0%,2.62,0.0%
Career (13 matches),,70.8%,49.9%,3.4%,54.5%,2.33,7.3%,71.3%,46.4%,1.7%,2.25,11.8%,83.8%,55.7%,7.6%,2.45,0.8%
